Adverse Event,Category,Trial Id,URL,Condition,Intervention,Total -affected,Total -at risk,Serious/Other,Arm#,Arm Title,Arm-affected,Arm-at risk
Allergic_reaction,Immune_system_disorders,NCT00047320,https://clinicaltrials.gov/show/NCT00047320,Brain_Tumor|Central_Nervous_System_Tumors|Childhood_Germ_Cell_Tumor|,carboplatin|etoposide|ifosfamide|thiotepa|adjuvant_therapy|conventional_surgery|neoadjuvant_therapy|peripheral_blood_stem_cell_transplantation|radiation_therapy|,2,101,other_events,arm0,Radiation Therapy (CR From Induction),2,101
allergic_reaction,Immune_system_disorders,NCT00049257,https://clinicaltrials.gov/show/NCT00049257,Prostate_Cancer,carboplatin|paclitaxel|,5,58,other_events,arm0,Carboplatin Paclitaxel,5,58
Allergic_reaction,Immune_system_disorders,NCT00049543,https://clinicaltrials.gov/show/NCT00049543,Adenocarcinoma_of_the_Lung|Adenosquamous_Cell_Lung_Cancer|Bronchoalveolar_Cell_Lung_Cancer|Large_Cell_Lung_Cancer|Squamous_Cell_Lung_Cancer|Stage_IB_Non-small_Cell_Lung_Cancer|Stage_IIA_Non-small_Cell_Lung_Cancer|Stage_IIB_Non-small_Cell_Lung_Cancer|Stage_IIIA_Non-small_Cell_Lung_Cancer|,gefitinib|placebo|laboratory_biomarker_analysis|,1,243,serious_events,arm1,Arm II (Placebo),1,243
Allergic_reaction,Immune_system_disorders,NCT00050167,https://clinicaltrials.gov/show/NCT00050167,Breast_Cancer,Paclitaxel|Docetaxel|Capecitabine|,16,1180,other_events,arm0,Weekly Paclitaxel (WP),4,297
Allergic_reaction,Immune_system_disorders,NCT00050167,https://clinicaltrials.gov/show/NCT00050167,Breast_Cancer,Paclitaxel|Docetaxel|Capecitabine|,16,1180,other_events,arm1,Docetaxel and Capecitabine (DX),6,293
Allergic_reaction,Immune_system_disorders,NCT00050167,https://clinicaltrials.gov/show/NCT00050167,Breast_Cancer,Paclitaxel|Docetaxel|Capecitabine|,16,1180,serious_events,arm0,Weekly Paclitaxel (WP),2,297
Allergic_reaction,Immune_system_disorders,NCT00050167,https://clinicaltrials.gov/show/NCT00050167,Breast_Cancer,Paclitaxel|Docetaxel|Capecitabine|,16,1180,serious_events,arm1,Docetaxel and Capecitabine (DX),4,293
Allergic_reaction,Immune_system_disorders,NCT00057811,https://clinicaltrials.gov/show/NCT00057811,Childhood_Burkitt_Lymphoma|Childhood_Diffuse_Large_Cell_Lymphoma|Childhood_Immunoblastic_Large_Cell_Lymphoma|Stage_I_Childhood_Large_Cell_Lymphoma|Stage_I_Childhood_Small_Noncleaved_Cell_Lymphoma|Stage_II_Childhood_Large_Cell_Lymphoma|Stage_II_Childhood_Small_Noncleaved_Cell_Lymphoma|Stage_III_Childhood_Large_Cell_Lymphoma|Stage_III_Childhood_Small_Noncleaved_Cell_Lymphoma|Stage_IV_Childhood_Large_Cell_Lymphoma|Stage_IV_Childhood_Small_Noncleaved_Cell_Lymphoma|Untreated_Childhood_Acute_Lymphoblastic_Leukemia|,doxorubicin_hydrochloride|cyclophosphamide|methotrexate|rasburicase|leucovorin_calcium|prednisone|methylprednisolone|filgrastim|rituximab|cytarabine|etoposide|vincristine_sulfate|hydrocortisone_sodium_succinate|laboratory_biomarker_analysis|,7,88,other_events,arm0,Group B (Chemotherapy Protective Therapy Monoclonal Antib.),5,46
Allergic_reaction,Immune_system_disorders,NCT00057811,https://clinicaltrials.gov/show/NCT00057811,Childhood_Burkitt_Lymphoma|Childhood_Diffuse_Large_Cell_Lymphoma|Childhood_Immunoblastic_Large_Cell_Lymphoma|Stage_I_Childhood_Large_Cell_Lymphoma|Stage_I_Childhood_Small_Noncleaved_Cell_Lymphoma|Stage_II_Childhood_Large_Cell_Lymphoma|Stage_II_Childhood_Small_Noncleaved_Cell_Lymphoma|Stage_III_Childhood_Large_Cell_Lymphoma|Stage_III_Childhood_Small_Noncleaved_Cell_Lymphoma|Stage_IV_Childhood_Large_Cell_Lymphoma|Stage_IV_Childhood_Small_Noncleaved_Cell_Lymphoma|Untreated_Childhood_Acute_Lymphoblastic_Leukemia|,doxorubicin_hydrochloride|cyclophosphamide|methotrexate|rasburicase|leucovorin_calcium|prednisone|methylprednisolone|filgrastim|rituximab|cytarabine|etoposide|vincristine_sulfate|hydrocortisone_sodium_succinate|laboratory_biomarker_analysis|,7,88,other_events,arm1,Group C (Chemotherapy Monoclonal Antibody Therapy),2,42
Allergic_reaction,Immune_system_disorders,NCT00060346,https://clinicaltrials.gov/show/NCT00060346,Lymphoma,rituximab|cyclophosphamide|Doxorubicin|Prednisone|Vincristine|,1,16,serious_events,arm0,Rituximab + CHOP,1,16
Allergic_reaction,Immune_system_disorders,NCT00064350,https://clinicaltrials.gov/show/NCT00064350,Lung_Cancer,Sorafenib|Placebo|,2,333,serious_events,arm0,Induction: Sorafenib,2,333
ALLERGIC_REACTION,General_disorders,NCT00065468,https://clinicaltrials.gov/show/NCT00065468,Carcinoma_Renal_Cell|Kidney_Neoplasms|,Interferon_Alfa|CCI-779|Interferon_Alfa_and_CCI-779|,32,1024,other_events,arm0,Interferon Alfa,1,200
ALLERGIC_REACTION,General_disorders,NCT00065468,https://clinicaltrials.gov/show/NCT00065468,Carcinoma_Renal_Cell|Kidney_Neoplasms|,Interferon_Alfa|CCI-779|Interferon_Alfa_and_CCI-779|,32,1024,other_events,arm2,Interferon Alfa and Temsirolimus,11,208
ALLERGIC_REACTION,General_disorders,NCT00065468,https://clinicaltrials.gov/show/NCT00065468,Carcinoma_Renal_Cell|Kidney_Neoplasms|,Interferon_Alfa|CCI-779|Interferon_Alfa_and_CCI-779|,32,1024,serious_events,arm2,Interferon Alfa and Temsirolimus,1,208
ALLERGIC_REACTION,General_disorders,NCT00065468,https://clinicaltrials.gov/show/NCT00065468,Carcinoma_Renal_Cell|Kidney_Neoplasms|,Interferon_Alfa|CCI-779|Interferon_Alfa_and_CCI-779|,32,1024,other_events,arm1,Temsirolimus,18,208
ALLERGIC_REACTION,General_disorders,NCT00065468,https://clinicaltrials.gov/show/NCT00065468,Carcinoma_Renal_Cell|Kidney_Neoplasms|,Interferon_Alfa|CCI-779|Interferon_Alfa_and_CCI-779|,32,1024,serious_events,arm0,Interferon Alfa,1,200
Allergic_reaction,Immune_system_disorders,NCT00066573,https://clinicaltrials.gov/show/NCT00066573,Breast_Cancer,anastrozole|exemestane|,1,3761,serious_events,arm0,Exemestane,1,3761
Allergic_reaction,General_disorders,NCT00067808,https://clinicaltrials.gov/show/NCT00067808,Myelodysplastic_Syndrome|Chronic_Myelomonocytic_Leukemia|,Decitabine|Decitabine|Decitabine|,3,107,other_events,arm2,Decitabine 20 mg/m2 SQ,1,14
Allergic_reaction,General_disorders,NCT00067808,https://clinicaltrials.gov/show/NCT00067808,Myelodysplastic_Syndrome|Chronic_Myelomonocytic_Leukemia|,Decitabine|Decitabine|Decitabine|,3,107,serious_events,arm1,Decitabine 20 mg/m2 IV,2,93
Allergic_reaction,Immune_system_disorders,NCT00071981,https://clinicaltrials.gov/show/NCT00071981,Melanoma_(Skin),incomplete_Freund's_adjuvant|melanoma_helper_peptide_vaccine|multi-epitope_melanoma_peptide_vaccine|sargramostim|tetanus_peptide_melanoma_vaccine|,1,38,serious_events,arm1,Arm II (12MP/Tet),1,38
Allergic_reaction,Immune_system_disorders,NCT00072176,https://clinicaltrials.gov/show/NCT00072176,Endometrial_Adenocarcinoma|Endometrial_Adenosquamous_Cell_Carcinoma|Endometrial_Clear_Cell_Carcinoma|Endometrial_Papillary_Serous_Carcinoma|Recurrent_Endometrial_Carcinoma|Stage_IIIA_Endometrial_Carcinoma|Stage_IIIB_Endometrial_Carcinoma|Stage_IIIC_Endometrial_Carcinoma|Stage_IVA_Endometrial_Carcinoma|Stage_IVB_Endometrial_Carcinoma|,temsirolimus|laboratory_biomarker_analysis|,3,60,other_events,arm0,Group A,2,33
Allergic_reaction,Immune_system_disorders,NCT00072176,https://clinicaltrials.gov/show/NCT00072176,Endometrial_Adenocarcinoma|Endometrial_Adenosquamous_Cell_Carcinoma|Endometrial_Clear_Cell_Carcinoma|Endometrial_Papillary_Serous_Carcinoma|Recurrent_Endometrial_Carcinoma|Stage_IIIA_Endometrial_Carcinoma|Stage_IIIB_Endometrial_Carcinoma|Stage_IIIC_Endometrial_Carcinoma|Stage_IVA_Endometrial_Carcinoma|Stage_IVB_Endometrial_Carcinoma|,temsirolimus|laboratory_biomarker_analysis|,3,60,other_events,arm1,Group B,1,27
Allergic_Reaction,Immune_system_disorders,NCT00073307,https://clinicaltrials.gov/show/NCT00073307,Carcinoma_Renal_Cell,Sorafenib_(Nexavar_BAY43-9006)|Placebo|,1,452,serious_events,arm2,Sorafenib (Nexavar BAY43-9006)-30Jun2008,1,452
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,other_events,arm2,Dexamethasone High Dose Methotrexate (IM) < 10 Years,1,203
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,other_events,arm1,Dexamethasone & Capizzi Methotrexate Patients => 10 Years Old,2,239
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,serious_events,arm5,Prednisone Capezzi Methotrexate >= 10 Years,1,555
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,serious_events,arm1,Dexamethasone & Capizzi Methotrexate Patients => 10 Years Old,1,239
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,serious_events,arm0,Dexamethasone and Capizzi Methotrexate Patients < 10 Years,1,215
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,other_events,arm4,Prednisone Capizzi Methotrexate <10 Years,2,207
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,other_events,arm5,Prednisone Capezzi Methotrexate >= 10 Years,9,555
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,other_events,arm6,Predisone and High Dose Methotrexate < 10 Yrs Old,1,203
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,other_events,arm8,Dexamethasone High Dose Methotrexate (Non Randomly Assigned),2,84
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,other_events,arm0,Dexamethasone and Capizzi Methotrexate Patients < 10 Years,1,215
Allergic_reaction,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,29,3277,other_events,arm7,Prenisone and High Dose Methotrexate >=10 Years,8,562
Allergic_reaction,Immune_system_disorders,NCT00077207,https://clinicaltrials.gov/show/NCT00077207,Brain_Tumor|Central_Nervous_System_Tumor|,carboplatin|temozolomide|vincristine_sulfate|,7,64,other_events,arm0,Treatment (Carboplatin Vincristine Sulfate Temozolomide),7,64
Allergic_reaction,Immune_system_disorders,NCT00077376,https://clinicaltrials.gov/show/NCT00077376,HER2-positive_Breast_Cancer|Male_Breast_Cancer|Recurrent_Breast_Cancer|Stage_IV_Breast_Cancer|,trastuzumab|ixabepilone|carboplatin|laboratory_biomarker_analysis|,10,118,serious_events,arm0,Trastuzumab/Ixabepilone/Carboplatin,2,59
Allergic_reaction,Immune_system_disorders,NCT00077376,https://clinicaltrials.gov/show/NCT00077376,HER2-positive_Breast_Cancer|Male_Breast_Cancer|Recurrent_Breast_Cancer|Stage_IV_Breast_Cancer|,trastuzumab|ixabepilone|carboplatin|laboratory_biomarker_analysis|,10,118,other_events,arm0,Trastuzumab/Ixabepilone/Carboplatin,8,59
Allergic_Reaction,Immune_system_disorders,NCT00079040,https://clinicaltrials.gov/show/NCT00079040,Extensive_Stage_Small_Cell_Lung_Cancer,cisplatin|etoposide|bevacizumab|laboratory_biomarker_analysis|,1,64,serious_events,arm0,Cisplatin Etoposide Bevacizumab,1,64
Allergic_Reaction,Immune_system_disorders,NCT00079326,https://clinicaltrials.gov/show/NCT00079326,HER2-positive_Breast_Cancer|Recurrent_Breast_Cancer|Stage_IV_Breast_Cancer|,trastuzumab|ixabepilone|laboratory_biomarker_analysis|,3,39,other_events,arm0,All Study Participants,3,39
Allergic_reaction,Immune_system_disorders,NCT00081289,https://clinicaltrials.gov/show/NCT00081289,Colorectal_Cancer,Radiation_Therapy|Capecitabine_1650_mg/m^2/day|Capecitabine_1200_mg/m^2/day|Irinotecan|Oxaliplatin|Surgery|Folinic_Acid|Fluorouracil|Oxaliplatin|,3,69,other_events,arm1,Neoadjuvant Chemoradiation With Oxaliplatin,3,69
Allergic_reaction,Immune_system_disorders,NCT00083174,https://clinicaltrials.gov/show/NCT00083174,Breast_Cancer,exemestane,1,2240,serious_events,arm0,Exemestane,1,2240
Allergic_reaction,Immune_system_disorders,NCT00085631,https://clinicaltrials.gov/show/NCT00085631,Cervical_Cancer,cisplatin|hyperthermia_treatment|brachytherapy|external_beam_radiation_therapy|,2,202,other_events,arm0,Overall Study,1,101
Allergic_reaction,Immune_system_disorders,NCT00085631,https://clinicaltrials.gov/show/NCT00085631,Cervical_Cancer,cisplatin|hyperthermia_treatment|brachytherapy|external_beam_radiation_therapy|,2,202,serious_events,arm0,Overall Study,1,101
Allergic_reaction,General_disorders,NCT00086346,https://clinicaltrials.gov/show/NCT00086346,Liver_Transplantation,Sirolimus_(Rapamune)|Cyclosporine_or_Tacrolimus|,1,389,serious_events,arm0,Sirolimus (SRL) Conversion,1,389
Allergic_reaction,Immune_system_disorders,NCT00087139,https://clinicaltrials.gov/show/NCT00087139,Adenocarcinoma_of_the_Prostate|Recurrent_Prostate_Cancer|Stage_IV_Prostate_Cancer|,ixabepilone,1,123,serious_events,arm0,Ixabepilone,1,123
Allergic_reaction,Immune_system_disorders,NCT00088881,https://clinicaltrials.gov/show/NCT00088881,Contiguous_Stage_II_Adult_Diffuse_Large_Cell_Lymphoma|Extranodal_Marginal_Zone_B-cell_Lymphoma_of_Mucosa-associated_Lymphoid_Tissue|Nodal_Marginal_Zone_B-cell_Lymphoma|Noncontiguous_Stage_II_Adult_Diffuse_Large_Cell_Lymphoma|Splenic_Marginal_Zone_Lymphoma|Stage_I_Adult_Diffuse_Large_Cell_Lymphoma|Testicular_Lymphoma|WaldenstrÕ_m_Macroglobulinemia|,rituximab|prednisone|cyclophosphamide|doxorubicin|vincristine|indium_In_111_ibritumomab_tiuxetan|radiation_therapy|positron_emission_tomography|,1,62,serious_events,arm0,Step 1 - R-CHOP,1,62
Allergic_reaction,Immune_system_disorders,NCT00089297,https://clinicaltrials.gov/show/NCT00089297,Head_and_Neck_Cancer,Cetuximab|Carboplatin|Paclitaxel|Radiation_therapy|,3,70,serious_events,arm0,Cetuximab/Paclitaxel/Carboplatin,3,70
Allergic_reaction,Immune_system_disorders,NCT00089544,https://clinicaltrials.gov/show/NCT00089544,Recurrent_Adult_Soft_Tissue_Sarcoma|Stage_I_Adult_Soft_Tissue_Sarcoma|Stage_II_Adult_Soft_Tissue_Sarcoma|Stage_III_Adult_Soft_Tissue_Sarcoma|,doxorubicin_hydrochloride|ifosfamide|dacarbazine|filgrastim|radiation_therapy|thalidomide|therapeutic_conventional_surgery|laboratory_biomarker_analysis|,1,15,other_events,arm0,Cohort A (Chemotherapy Radiation Thalidomide Surgery),1,15
allergic_reaction,Immune_system_disorders,NCT00090610,https://clinicaltrials.gov/show/NCT00090610,Ovarian_Cancer,Docetaxel|Carboplatin|,2,149,serious_events,arm1,Arm2,1,74
allergic_reaction,Immune_system_disorders,NCT00090610,https://clinicaltrials.gov/show/NCT00090610,Ovarian_Cancer,Docetaxel|Carboplatin|,2,149,serious_events,arm0,Arm 1,1,75
Allergic_reaction,Immune_system_disorders,NCT00094900,https://clinicaltrials.gov/show/NCT00094900,Inflammation|Familial_Mediterranean_Fever|Still's_Disease_Adult-Onset|,IL-1_Trap,1,11,other_events,arm0,IL-1 Trap,1,11
Allergic_reaction,Immune_system_disorders,NCT00096135,https://clinicaltrials.gov/show/NCT00096135,Leukemia,filgrastim|cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|etoposide|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|therapeutic_hydrocortisone|vincristine_sulfate|radiation_therapy|,2,166,other_events,arm1,Testicular Relapse Patients (Combination Chemotherapy),1,42
Allergic_reaction,Immune_system_disorders,NCT00096135,https://clinicaltrials.gov/show/NCT00096135,Leukemia,filgrastim|cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|etoposide|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|therapeutic_hydrocortisone|vincristine_sulfate|radiation_therapy|,2,166,other_events,arm0,CNS Patients - Treatment (Combination Chemotherapy),1,124
allergic_reaction,General_disorders,NCT00096356,https://clinicaltrials.gov/show/NCT00096356,Breast_Cancer|Fatigue|,CoQ10_&_Vitamin_E|Placebo_&_Vitamin_E|,1,100,serious_events,arm0,Arm 1 - CoQ10 & Vitamin E,1,100
Allergic_reaction,Immune_system_disorders,NCT00098865,https://clinicaltrials.gov/show/NCT00098865,Central_Nervous_System_Tumor_Pediatric|Neuroblastoma|,temozolomide|thalidomide|,1,15,serious_events,arm0,Thalidomide and Temzolomide,1,15
Allergic_reaction,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,10,143,other_events,arm1,High TS: FOLFOX/Bev,3,73
Allergic_reaction,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,10,143,other_events,arm0,High TS: IROX/Bev,7,70
Allergic_reaction,Immune_system_disorders,NCT00103207,https://clinicaltrials.gov/show/NCT00103207,Lung_Cancer,cetuximab,5,144,other_events,arm0,Cetuximab,4,72
Allergic_reaction,Immune_system_disorders,NCT00103207,https://clinicaltrials.gov/show/NCT00103207,Lung_Cancer,cetuximab,5,144,serious_events,arm0,Cetuximab,1,72
Allergic_reaction,General_disorders,NCT00106353,https://clinicaltrials.gov/show/NCT00106353,Adenocarcinoma|Neoplasms|,Torisel,2,10,other_events,arm2,Temsirolimus 75 mg/m^2: Part 1,1,3
Allergic_reaction,General_disorders,NCT00106353,https://clinicaltrials.gov/show/NCT00106353,Adenocarcinoma|Neoplasms|,Torisel,2,10,other_events,arm3,Temsirolimus 150 mg/m^2: Part 1,1,7
Allergic_reaction,Immune_system_disorders,NCT00106938,https://clinicaltrials.gov/show/NCT00106938,Carotid_Artery_Disease|Carotid_Stenosis|Stroke|Atherosclerosis|,Carotid_artery_stenting_with_filter_(interventional)|Carotid_artery_endarterectomy_(surgical)|,2,814,serious_events,arm0,CAS Group,2,814
