Adverse Event,Category,Trial Id,URL,Condition,Intervention,Total-affected,Total-at risk,Serious/Other,Arm#,Arm Title,Arm-affected,Arm-at risk
Hypersensitivity,Immune_system_disorders,NCT00046891,https://clinicaltrials.gov/show/NCT00046891,Breast_Cancer|Neurotoxicity|,Ginkgo_Biloba|Placebo|,2,104,other_events,arm0,Ginkgo Biloba,2,104
Hypersensitivity,Immune_system_disorders,NCT00048542,https://clinicaltrials.gov/show/NCT00048542,Arthritis_Juvenile_Idiopathic,Double-Blind_Adalimumab/Placebo_+_MTX|Double-Blind_Adalimumab/Placebo|OLE_BSA_Adalimumab_+/-_MTX|OLE_FD_Adalimumab_+/-_MTX|,9,174,other_events,arm6,Open-Label Extension FD Adalimumab + MTX,2,59
Hypersensitivity,Immune_system_disorders,NCT00048542,https://clinicaltrials.gov/show/NCT00048542,Arthritis_Juvenile_Idiopathic,Double-Blind_Adalimumab/Placebo_+_MTX|Double-Blind_Adalimumab/Placebo|OLE_BSA_Adalimumab_+/-_MTX|OLE_FD_Adalimumab_+/-_MTX|,9,174,other_events,arm0,Double-Blind Adalimumab + MTX,2,38
Hypersensitivity,Immune_system_disorders,NCT00048542,https://clinicaltrials.gov/show/NCT00048542,Arthritis_Juvenile_Idiopathic,Double-Blind_Adalimumab/Placebo_+_MTX|Double-Blind_Adalimumab/Placebo|OLE_BSA_Adalimumab_+/-_MTX|OLE_FD_Adalimumab_+/-_MTX|,9,174,other_events,arm2,Double-Blind Adalimumab,2,30
Hypersensitivity,Immune_system_disorders,NCT00048542,https://clinicaltrials.gov/show/NCT00048542,Arthritis_Juvenile_Idiopathic,Double-Blind_Adalimumab/Placebo_+_MTX|Double-Blind_Adalimumab/Placebo|OLE_BSA_Adalimumab_+/-_MTX|OLE_FD_Adalimumab_+/-_MTX|,9,174,other_events,arm7,Open-Label Extension FD Adalimumab,3,47
Hypersensitivity,Immune_system_disorders,NCT00049127,https://clinicaltrials.gov/show/NCT00049127,Adult_Anaplastic_Oligodendroglioma|Adult_Mixed_Glioma|Adult_Oligodendroglioma|Recurrent_Adult_Brain_Tumor|,imatinib_mesylate|laboratory_biomarker_analysis|pharmacological_study|,1,39,other_events,arm1,Study 2 Arm B,1,39
Hypersensitivity,Immune_system_disorders,NCT00057330,https://clinicaltrials.gov/show/NCT00057330,Herpes_Simplex_Infection,HSV_vaccine_or_SB208141_GSK_Biologicals'_glycoprotein_D_(gD)-Alum/3-deacylated_form_of_Monophosphoryl_Lipid_A_(MPL)_candidate_genital_herpes_vaccine|Havrix䋢_GlaxoSmithKline_(GSK)_Biologicals'_licensed_Hepatitis_A_vaccine|,2,8150,serious_events,arm0,Herpes Simplex Virus Group,1,4488
Hypersensitivity,Immune_system_disorders,NCT00057330,https://clinicaltrials.gov/show/NCT00057330,Herpes_Simplex_Infection,HSV_vaccine_or_SB208141_GSK_Biologicals'_glycoprotein_D_(gD)-Alum/3-deacylated_form_of_Monophosphoryl_Lipid_A_(MPL)_candidate_genital_herpes_vaccine|Havrix䋢_GlaxoSmithKline_(GSK)_Biologicals'_licensed_Hepatitis_A_vaccine|,2,8150,serious_events,arm1,Havrix Group,1,3662
Hypersensitivity,Immune_system_disorders,NCT00059332,https://clinicaltrials.gov/show/NCT00059332,Cerebrovascular_Accident,Magnesium_Sulfate|Normal_Saline|,2,843,serious_events,arm0,Normal Saline,2,843
Hypersensitivity,Immune_system_disorders,NCT00061945,https://clinicaltrials.gov/show/NCT00061945,Acute_Undifferentiated_Leukemia|B-cell_Adult_Acute_Lymphoblastic_Leukemia|B-cell_Childhood_Acute_Lymphoblastic_Leukemia|L1_Adult_Acute_Lymphoblastic_Leukemia|L1_Childhood_Acute_Lymphoblastic_Leukemia|L2_Adult_Acute_Lymphoblastic_Leukemia|L2_Childhood_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Negative_Adult_Precursor_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Positive_Adult_Precursor_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Positive_Childhood_Precursor_Acute_Lymphoblastic_Leukemia|T-cell_Adult_Acute_Lymphoblastic_Leukemia|T-cell_Childhood_Acute_Lymphoblastic_Leukemia|Untreated_Adult_Acute_Lymphoblastic_Leukemia|Untreated_Childhood_Acute_Lymphoblastic_Leukemia|,allopurinol|cyclophosphamide|daunorubicin_hydrochloride|vincristine_sulfate|dexamethasone|asparaginase|filgrastim|imatinib_mesylate|methotrexate|cytarabine|trimethoprim-sulfamethoxazole|mercaptopurine|leucovorin_calcium|alemtuzumab|acyclovir|laboratory_biomarker_analysis|pharmacological_study|,19,600,serious_events,arm0,Phase I - Alemtuzumab and Combination Chemotherapy,1,119
Hypersensitivity,Immune_system_disorders,NCT00061945,https://clinicaltrials.gov/show/NCT00061945,Acute_Undifferentiated_Leukemia|B-cell_Adult_Acute_Lymphoblastic_Leukemia|B-cell_Childhood_Acute_Lymphoblastic_Leukemia|L1_Adult_Acute_Lymphoblastic_Leukemia|L1_Childhood_Acute_Lymphoblastic_Leukemia|L2_Adult_Acute_Lymphoblastic_Leukemia|L2_Childhood_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Negative_Adult_Precursor_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Positive_Adult_Precursor_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Positive_Childhood_Precursor_Acute_Lymphoblastic_Leukemia|T-cell_Adult_Acute_Lymphoblastic_Leukemia|T-cell_Childhood_Acute_Lymphoblastic_Leukemia|Untreated_Adult_Acute_Lymphoblastic_Leukemia|Untreated_Childhood_Acute_Lymphoblastic_Leukemia|,allopurinol|cyclophosphamide|daunorubicin_hydrochloride|vincristine_sulfate|dexamethasone|asparaginase|filgrastim|imatinib_mesylate|methotrexate|cytarabine|trimethoprim-sulfamethoxazole|mercaptopurine|leucovorin_calcium|alemtuzumab|acyclovir|laboratory_biomarker_analysis|pharmacological_study|,19,600,other_events,arm0,Phase I - Alemtuzumab and Combination Chemotherapy,6,119
Hypersensitivity,Immune_system_disorders,NCT00061945,https://clinicaltrials.gov/show/NCT00061945,Acute_Undifferentiated_Leukemia|B-cell_Adult_Acute_Lymphoblastic_Leukemia|B-cell_Childhood_Acute_Lymphoblastic_Leukemia|L1_Adult_Acute_Lymphoblastic_Leukemia|L1_Childhood_Acute_Lymphoblastic_Leukemia|L2_Adult_Acute_Lymphoblastic_Leukemia|L2_Childhood_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Negative_Adult_Precursor_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Positive_Adult_Precursor_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Positive_Childhood_Precursor_Acute_Lymphoblastic_Leukemia|T-cell_Adult_Acute_Lymphoblastic_Leukemia|T-cell_Childhood_Acute_Lymphoblastic_Leukemia|Untreated_Adult_Acute_Lymphoblastic_Leukemia|Untreated_Childhood_Acute_Lymphoblastic_Leukemia|,allopurinol|cyclophosphamide|daunorubicin_hydrochloride|vincristine_sulfate|dexamethasone|asparaginase|filgrastim|imatinib_mesylate|methotrexate|cytarabine|trimethoprim-sulfamethoxazole|mercaptopurine|leucovorin_calcium|alemtuzumab|acyclovir|laboratory_biomarker_analysis|pharmacological_study|,19,600,serious_events,arm1,Phase II - Alemtuzumab and Combination Chemotherapy,2,181
Hypersensitivity,Immune_system_disorders,NCT00061945,https://clinicaltrials.gov/show/NCT00061945,Acute_Undifferentiated_Leukemia|B-cell_Adult_Acute_Lymphoblastic_Leukemia|B-cell_Childhood_Acute_Lymphoblastic_Leukemia|L1_Adult_Acute_Lymphoblastic_Leukemia|L1_Childhood_Acute_Lymphoblastic_Leukemia|L2_Adult_Acute_Lymphoblastic_Leukemia|L2_Childhood_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Negative_Adult_Precursor_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Positive_Adult_Precursor_Acute_Lymphoblastic_Leukemia|Philadelphia_Chromosome_Positive_Childhood_Precursor_Acute_Lymphoblastic_Leukemia|T-cell_Adult_Acute_Lymphoblastic_Leukemia|T-cell_Childhood_Acute_Lymphoblastic_Leukemia|Untreated_Adult_Acute_Lymphoblastic_Leukemia|Untreated_Childhood_Acute_Lymphoblastic_Leukemia|,allopurinol|cyclophosphamide|daunorubicin_hydrochloride|vincristine_sulfate|dexamethasone|asparaginase|filgrastim|imatinib_mesylate|methotrexate|cytarabine|trimethoprim-sulfamethoxazole|mercaptopurine|leucovorin_calcium|alemtuzumab|acyclovir|laboratory_biomarker_analysis|pharmacological_study|,19,600,other_events,arm1,Phase II - Alemtuzumab and Combination Chemotherapy,10,181
Hypersensitivity,Immune_system_disorders,NCT00062647,https://clinicaltrials.gov/show/NCT00062647,Gram-Positive_Bacterial_Infections,Telavancin|Vancomycin_nafcillin_oxacillin_or_cloxacillin|,1,29,serious_events,arm1,Standard Therapy,1,29
HYPERSENSITIVITY,Immune_system_disorders,NCT00063154,https://clinicaltrials.gov/show/NCT00063154,Non-small_Cell_Lung_Cancer,Pertuzumab,1,43,serious_events,arm0,Pertuzumab,1,43
Hypersensitivity,Immune_system_disorders,NCT00063570,https://clinicaltrials.gov/show/NCT00063570,Breast_Cancer|Breast_Neoplasms|,Pemetrexed|Gemcitabine|Gemcitabine|Pemetrexed|,3,52,other_events,arm0,Bi-Weekly Schedule,3,52
HYPERSENSITIVITY,Immune_system_disorders,NCT00069121,https://clinicaltrials.gov/show/NCT00069121,Colorectal_Cancer,capecitabine_[Xeloda]|Oxaliplatin|Oxaliplatin|Leucovorin|5_FU|,2,938,serious_events,arm2,XELOX,2,938
Hypersensitivity,Immune_system_disorders,NCT00072475,https://clinicaltrials.gov/show/NCT00072475,Leukemia|Myelodysplastic_Syndromes|Myelodysplastic/Myeloproliferative_Neoplasms|,vatalanib,2,306,serious_events,arm0,Vatalanib,1,153
Hypersensitivity,Immune_system_disorders,NCT00072475,https://clinicaltrials.gov/show/NCT00072475,Leukemia|Myelodysplastic_Syndromes|Myelodysplastic/Myeloproliferative_Neoplasms|,vatalanib,2,306,other_events,arm0,Vatalanib,1,153
Hypersensitivity,Immune_system_disorders,NCT00072566,https://clinicaltrials.gov/show/NCT00072566,Primary_Peritoneal_Carcinoma|Recurrent_Ovarian_Carcinoma|Stage_IV_Ovarian_Cancer|,Bevacizumab|Cyclophosphamide|Laboratory_Biomarker_Analysis|,3,70,other_events,arm0,Treatment (Bevacizumab Cyclophosphamide),3,70
Hypersensitivity,Immune_system_disorders,NCT00074984,https://clinicaltrials.gov/show/NCT00074984,Fabry_Disease,Fabrazyme_(agalsidase_beta)|Placebo|,4,133,other_events,arm2,Total,2,82
Hypersensitivity,Immune_system_disorders,NCT00074984,https://clinicaltrials.gov/show/NCT00074984,Fabry_Disease,Fabrazyme_(agalsidase_beta)|Placebo|,4,133,other_events,arm0,Fabrazyme (Agalsidase Beta),2,51
Hypersensitivity,Immune_system_disorders,NCT00075218,https://clinicaltrials.gov/show/NCT00075218,Gastrointestinal_Stromal_Tumor,Placebo|SU011248|,1,114,other_events,arm1,Placebo Double-Blind Treatment,1,114
Hypersensitivity,Immune_system_disorders,NCT00078559,https://clinicaltrials.gov/show/NCT00078559,Kidney_Transplantation|Kidney_Disease|,Alemtuzumab|Sirolimus|Tacrolimus|Kidney_transplant|Methylprednisolone_(or_equivalent)|Acetaminophen|Diphenhydramine|Trimethoprim_(TMP)/Sulfa_(Bactrim_Septra)|Valgancyclovir|Acyclovir|Pentamidine|Clotrimazole|Nystatin|,1,10,other_events,arm0,Alemtuzumab,1,10
Hypersensitivity,Immune_system_disorders,NCT00079001,https://clinicaltrials.gov/show/NCT00079001,Metastatic_Cancer|Prostate_Cancer|,zoledronic_acid|placebo|androgen_deprivation_therapy|GnRH_agonist|Calcium_supplement|Vitamin_D|,14,618,other_events,arm1,Placebo + Androgen Deprivation Therapy,6,308
Hypersensitivity,Immune_system_disorders,NCT00079001,https://clinicaltrials.gov/show/NCT00079001,Metastatic_Cancer|Prostate_Cancer|,zoledronic_acid|placebo|androgen_deprivation_therapy|GnRH_agonist|Calcium_supplement|Vitamin_D|,14,618,other_events,arm0,Zoledronic Acid + Androgen Deprivation Therapy,8,310
Hypersensitivity,Immune_system_disorders,NCT00079274,https://clinicaltrials.gov/show/NCT00079274,Adenocarcinoma_of_the_Colon|Stage_III_Colon_Cancer|,irinotecan_hydrochloride|oxaliplatin|leucovorin_calcium|fluorouracil|cetuximab|Locally_Directed_Therapy|,117,5602,other_events,arm2,Arm C (Combination Chemotherapy),2,108
Hypersensitivity,Immune_system_disorders,NCT00079274,https://clinicaltrials.gov/show/NCT00079274,Adenocarcinoma_of_the_Colon|Stage_III_Colon_Cancer|,irinotecan_hydrochloride|oxaliplatin|leucovorin_calcium|fluorouracil|cetuximab|Locally_Directed_Therapy|,117,5602,other_events,arm0,Arm A (Combination Chemotherapy),28,1378
Hypersensitivity,Immune_system_disorders,NCT00079274,https://clinicaltrials.gov/show/NCT00079274,Adenocarcinoma_of_the_Colon|Stage_III_Colon_Cancer|,irinotecan_hydrochloride|oxaliplatin|leucovorin_calcium|fluorouracil|cetuximab|Locally_Directed_Therapy|,117,5602,other_events,arm5,Arm F (Combination Chemotherapy Monoclonal Antibody),1,44
Hypersensitivity,Immune_system_disorders,NCT00079274,https://clinicaltrials.gov/show/NCT00079274,Adenocarcinoma_of_the_Colon|Stage_III_Colon_Cancer|,irinotecan_hydrochloride|oxaliplatin|leucovorin_calcium|fluorouracil|cetuximab|Locally_Directed_Therapy|,117,5602,serious_events,arm0,Arm A (Combination Chemotherapy),6,1378
Hypersensitivity,Immune_system_disorders,NCT00079274,https://clinicaltrials.gov/show/NCT00079274,Adenocarcinoma_of_the_Colon|Stage_III_Colon_Cancer|,irinotecan_hydrochloride|oxaliplatin|leucovorin_calcium|fluorouracil|cetuximab|Locally_Directed_Therapy|,117,5602,other_events,arm4,Arm E (Combination Chemotherapy Monoclonal Antibody),1,42
Hypersensitivity,Immune_system_disorders,NCT00079274,https://clinicaltrials.gov/show/NCT00079274,Adenocarcinoma_of_the_Colon|Stage_III_Colon_Cancer|,irinotecan_hydrochloride|oxaliplatin|leucovorin_calcium|fluorouracil|cetuximab|Locally_Directed_Therapy|,117,5602,other_events,arm3,Arm D (Combination Chemotherapy Monoclonal Antibody),62,1326
Hypersensitivity,Immune_system_disorders,NCT00079274,https://clinicaltrials.gov/show/NCT00079274,Adenocarcinoma_of_the_Colon|Stage_III_Colon_Cancer|,irinotecan_hydrochloride|oxaliplatin|leucovorin_calcium|fluorouracil|cetuximab|Locally_Directed_Therapy|,117,5602,serious_events,arm3,Arm D (Combination Chemotherapy Monoclonal Antibody),17,1326
Hypersensitivity,Immune_system_disorders,NCT00081497,https://clinicaltrials.gov/show/NCT00081497,Fabry_Disease,agalsidase_beta,2,106,other_events,arm2,Total,1,67
Hypersensitivity,Immune_system_disorders,NCT00081497,https://clinicaltrials.gov/show/NCT00081497,Fabry_Disease,agalsidase_beta,2,106,other_events,arm0,Fabrazyme/Fabrazyme,1,39
HYPERSENSITIVITY,Immune_system_disorders,NCT00081770,https://clinicaltrials.gov/show/NCT00081770,Hepatitis_C_Chronic,PegIntron_(peginterferon_alfa-2b;_SCH_54031)|PegIntron_(peginterferon_alfa-2b;_SCH_54031)|REBETOL_(ribavirin;_SCH_18908)|PEGASYS_(peginterferon_alfa-2a)|COPEGUS_(ribavirin)|,1,1019,serious_events,arm0,PegIntron 1.5 ug/kg/wk Plus REBETOL,1,1019
HYPERSENSITIVITY,Immune_system_disorders,NCT00082433,https://clinicaltrials.gov/show/NCT00082433,Cancer|Breast_Cancer|,Ixabepilone_+_Capecitabine|Capecitabine|,4,595,serious_events,arm1,Ixabepilone + Capecitabine,4,595
Hypersensitivity,Immune_system_disorders,NCT00083122,https://clinicaltrials.gov/show/NCT00083122,Recurrent_Ovarian_Epithelial_Cancer|Recurrent_Primary_Peritoneal_Cavity_Cancer|Stage_IIIA_Ovarian_Epithelial_Cancer|Stage_IIIA_Primary_Peritoneal_Cavity_Cancer|Stage_IIIB_Ovarian_Epithelial_Cancer|Stage_IIIB_Primary_Peritoneal_Cavity_Cancer|Stage_IIIC_Ovarian_Epithelial_Cancer|Stage_IIIC_Primary_Peritoneal_Cavity_Cancer|Stage_IV_Ovarian_Epithelial_Cancer|Stage_IV_Primary_Peritoneal_Cavity_Cancer|,cisplatin|alvocidib|cisplatin/flavopiridol|,3,45,serious_events,arm0,Group 1 and Group 2 Combined,3,45
Hypersensitivity,Immune_system_disorders,NCT00083616,https://clinicaltrials.gov/show/NCT00083616,Colorectal_Cancer|Metastatic_Cancer|,Panitumumab,1,182,serious_events,arm0,Panitumumab,1,182
Hypersensitivity,Immune_system_disorders,NCT00083720,https://clinicaltrials.gov/show/NCT00083720,Colorectal_Neoplasms|Metastases|Neoplasm|,cetuximab,1,85,serious_events,arm0,Cetuximab,1,85
Hypersensitivity,Immune_system_disorders,NCT00084136,https://clinicaltrials.gov/show/NCT00084136,HIV_Infections,Atazanavir|Didanosine_(enteric-coated)|Efavirenz|Emtricitabine|Emtricitabine/Tenofovir_disoproxil_fumarate|Lamivudine/Zidovudine|,1,526,serious_events,arm2,TDF/FTC+EFV,1,526
Hypersensitivity,Immune_system_disorders,NCT00086502,https://clinicaltrials.gov/show/NCT00086502,Diabetes_Mellitus_Type_2,Comparator:_Sitagliptin|Comparator:_Placebo|Comparator:_Pioglitazone|Metformin|,1,175,serious_events,arm0,Sitagliptin 100 mg,1,175
Hypersensitivity,Immune_system_disorders,NCT00086580,https://clinicaltrials.gov/show/NCT00086580,B-Cell_Chronic_Lymphocytic_Leukemia,FluCAM_[Fludara_+_Campath]|fludarabine_phosphate|,6,329,other_events,arm0,Combination Arm (FluCAM),5,164
Hypersensitivity,Immune_system_disorders,NCT00086580,https://clinicaltrials.gov/show/NCT00086580,B-Cell_Chronic_Lymphocytic_Leukemia,FluCAM_[Fludara_+_Campath]|fludarabine_phosphate|,6,329,other_events,arm1,Fludarabine Alone,1,165
Hypersensitivity,Immune_system_disorders,NCT00086684,https://clinicaltrials.gov/show/NCT00086684,Interstitial_Cystitis,Pentosan_polysulfate_sodium_100_mg|Placebo|Pentosan_polysulfate_sodium_100_mg|,2,246,other_events,arm0,PLACEBO,1,118
Hypersensitivity,Immune_system_disorders,NCT00086684,https://clinicaltrials.gov/show/NCT00086684,Interstitial_Cystitis,Pentosan_polysulfate_sodium_100_mg|Placebo|Pentosan_polysulfate_sodium_100_mg|,2,246,other_events,arm1,Pentosan Polysulfate Sodium (ELMIRON) 100MG QD,1,128
Hypersensitivity,Immune_system_disorders,NCT00087555,https://clinicaltrials.gov/show/NCT00087555,Fibromyalgia,Xyrem_(sodium_oxybate)_oral_solution|Xyrem_(sodium_oxybate)_oral_solution|Placebo|,1,67,other_events,arm2,Xyrem (Sodium Oxybate) 6.0g,1,67
Hypersensitivity,Immune_system_disorders,NCT00087490,https://clinicaltrials.gov/show/NCT00087490,Skin/Soft_Tissue_Infections|Methicillin_Resistant_Staphylococcus_Aureus_(MRSA)|,linezolid|vancomycin|,1,515,other_events,arm1,Vancomycin,1,515
Hypersensitivity,Immune_system_disorders,NCT00089635,https://clinicaltrials.gov/show/NCT00089635,Colorectal_Cancer|Metastases|,ABX-EGF_(panitumumab),1,203,serious_events,arm0,Panitumumab,1,203
Hypersensitivity,Immune_system_disorders,NCT00090051,https://clinicaltrials.gov/show/NCT00090051,Chronic_Lymphocytic_Leukemia,Rituximab|Fludarabine_Phosphate|Cyclophosphamide|,1,272,serious_events,arm0,Fludarabine+Cyclophosphamide (FC),1,272
Hypersensitivity,Immune_system_disorders,NCT00090285,https://clinicaltrials.gov/show/NCT00090285,Condylomata_Acuminata,(Gardasil䋢)_human_papillomavirus_(types_6_11_16_18)_recombinant_vaccine|Comparator:_placebo_(unspecified)|,1,2020,serious_events,arm0,qHPV Vaccine: Base Study,1,2020
Hypersensitivity,Immune_system_disorders,NCT00090233,https://clinicaltrials.gov/show/NCT00090233,Rotavirus_Infections,Rotateq䋢|Comparator:_Placebo|,2,69766,serious_events,arm0,RotaTeq䋢,1,34904
Hypersensitivity,Immune_system_disorders,NCT00090233,https://clinicaltrials.gov/show/NCT00090233,Rotavirus_Infections,Rotateq䋢|Comparator:_Placebo|,2,69766,serious_events,arm1,Placebo,1,34862
Hypersensitivity,Immune_system_disorders,NCT00090259,https://clinicaltrials.gov/show/NCT00090259,Heart_Failure,Losartan_50_mg|Losartan_150_mg|,1,1913,serious_events,arm0,Losartan 50 mg,1,1913
HYPERSENSITIVITY,Immune_system_disorders,NCT00091572,https://clinicaltrials.gov/show/NCT00091572,Melanoma,Temozolomide|Dacarbazine|,2,421,serious_events,arm1,Dacarbazine,2,421
Hypersensitivity,Immune_system_disorders,NCT00091819,https://clinicaltrials.gov/show/NCT00091819,Staphylococcal_Skin_Infection,Telavancin|Vancomycin|,1,429,serious_events,arm1,Vancomycin,1,429
Hypersensitivity,Immune_system_disorders,NCT00092456,https://clinicaltrials.gov/show/NCT00092456,Rotavirus_Infections,rotavirus_vaccine_live_oral_pentavalent|Placebo|,6,679,other_events,arm1,RotaTeq䋢 Lot 2,3,224
Hypersensitivity,Immune_system_disorders,NCT00092456,https://clinicaltrials.gov/show/NCT00092456,Rotavirus_Infections,rotavirus_vaccine_live_oral_pentavalent|Placebo|,6,679,other_events,arm0,RotaTeq䋢 Lot 1,1,226
Hypersensitivity,Immune_system_disorders,NCT00092456,https://clinicaltrials.gov/show/NCT00092456,Rotavirus_Infections,rotavirus_vaccine_live_oral_pentavalent|Placebo|,6,679,other_events,arm2,RotaTeq䋢 Lot 3,2,229
