Adverse Event,Category,Trial Id,URL,Condition,Intervention,Total-affected,Total-at risk,Serious/Other,Arm#,Arm Title,Arm-affected,Arm-at risk
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm3,Dexamethasone High Dose Methotrexate (IM) >= 10 Years,38,242
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm6,Predisone and High Dose Methotrexate < 10 Yrs Old,24,203
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,serious_events,arm7,Prenisone and High Dose Methotrexate >=10 Years,3,562
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,serious_events,arm3,Dexamethasone High Dose Methotrexate (IM) >= 10 Years,1,242
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm8,Dexamethasone High Dose Methotrexate (Non Randomly Assigned),9,84
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm7,Prenisone and High Dose Methotrexate >=10 Years,81,562
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm1,Dexamethasone & Capizzi Methotrexate Patients => 10 Years Old,36,239
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,serious_events,arm5,Prednisone Capezzi Methotrexate >= 10 Years,5,555
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm9,Prednisone Capezzi Methotrexate (Non Randomly Assigned),4,21
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,serious_events,arm0,Dexamethasone and Capizzi Methotrexate Patients < 10 Years,1,215
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm4,Prednisone Capizzi Methotrexate <10 Years,24,207
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm5,Prednisone Capezzi Methotrexate >= 10 Years,97,555
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,serious_events,arm4,Prednisone Capizzi Methotrexate <10 Years,1,207
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,serious_events,arm10,Prenisone Capezzi Methotrexate (Down's Syndrome),1,34
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,serious_events,arm8,Dexamethasone High Dose Methotrexate (Non Randomly Assigned),1,84
Anaphylaxis,Immune_system_disorders,NCT00075725,https://clinicaltrials.gov/show/NCT00075725,Leukemia,cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|doxorubicin_hydrochloride|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|prednisone|thioguanine|vincristine_sulfate|radiation_therapy|,386,4633,other_events,arm0,Dexamethasone and Capizzi Methotrexate Patients < 10 Years,30,215
Anaphylaxis,Immune_system_disorders,NCT00077207,https://clinicaltrials.gov/show/NCT00077207,Brain_Tumor|Central_Nervous_System_Tumor|,carboplatin|temozolomide|vincristine_sulfate|,7,64,other_events,arm0,Treatment (Carboplatin Vincristine Sulfate Temozolomide),7,64
Anaphylaxis,Immune_system_disorders,NCT00082758,https://clinicaltrials.gov/show/NCT00082758,Neuroblastoma,hu14.18-Interleukin-2_fusion_protein,4,39,serious_events,arm1,Disease Eval by MIBG or BM Histology (hu14.18-interleukin-2),3,24
Anaphylaxis,Immune_system_disorders,NCT00082758,https://clinicaltrials.gov/show/NCT00082758,Neuroblastoma,hu14.18-Interleukin-2_fusion_protein,4,39,serious_events,arm0,Disease Measurable by Standard Criteria(hu14.18-interleukin-2),1,15
Anaphylaxis,Immune_system_disorders,NCT00088907,https://clinicaltrials.gov/show/NCT00088907,Recurrent_Head_and_Neck_Cancer|Metastatic_Head_and_Neck_Cancer|,docetaxel|placebo|gefitinib|,3,253,serious_events,arm0,Step 1: Docetaxel+Placebo,2,129
Anaphylaxis,Immune_system_disorders,NCT00088907,https://clinicaltrials.gov/show/NCT00088907,Recurrent_Head_and_Neck_Cancer|Metastatic_Head_and_Neck_Cancer|,docetaxel|placebo|gefitinib|,3,253,serious_events,arm1,Step 1: Docetaxel+ZD1839,1,124
Anaphylaxis,Immune_system_disorders,NCT00096200,https://clinicaltrials.gov/show/NCT00096200,Recurrent_Fallopian_Tube_Carcinoma|Recurrent_Ovarian_Carcinoma|Recurrent_Primary_Peritoneal_Carcinoma|,Carboplatin|Paclitaxel|Sorafenib_Tosylate|,3,29,other_events,arm1,Arm B,3,29
Anaphylaxis,Immune_system_disorders,NCT00096135,https://clinicaltrials.gov/show/NCT00096135,Leukemia,filgrastim|cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|etoposide|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|therapeutic_hydrocortisone|vincristine_sulfate|radiation_therapy|,18,166,other_events,arm1,Testicular Relapse Patients (Combination Chemotherapy),7,42
Anaphylaxis,Immune_system_disorders,NCT00096135,https://clinicaltrials.gov/show/NCT00096135,Leukemia,filgrastim|cyclophosphamide|cytarabine|daunorubicin_hydrochloride|dexamethasone|etoposide|leucovorin_calcium|mercaptopurine|methotrexate|pegaspargase|therapeutic_hydrocortisone|vincristine_sulfate|radiation_therapy|,18,166,other_events,arm0,CNS Patients - Treatment (Combination Chemotherapy),11,124
Anaphylaxis,Immune_system_disorders,NCT00098839,https://clinicaltrials.gov/show/NCT00098839,Recurrent_Childhood_Acute_Lymphoblastic_Leukemia,L-asparaginase|doxorubicin_hydrochloride|therapeutic_hydrocortisone|vincristine_sulfate|epratuzumab|cytarabine|prednisone|pegaspargase|dexrazoxane_hydrochloride|methotrexate|etoposide|cyclophosphamide|leucovorin_calcium|filgrastim|,4,168,serious_events,arm0,Reinduction Chemoimmunotherapy With Epratuzumab Once Weekly,1,54
Anaphylaxis,Immune_system_disorders,NCT00098839,https://clinicaltrials.gov/show/NCT00098839,Recurrent_Childhood_Acute_Lymphoblastic_Leukemia,L-asparaginase|doxorubicin_hydrochloride|therapeutic_hydrocortisone|vincristine_sulfate|epratuzumab|cytarabine|prednisone|pegaspargase|dexrazoxane_hydrochloride|methotrexate|etoposide|cyclophosphamide|leucovorin_calcium|filgrastim|,4,168,other_events,arm0,Reinduction Chemoimmunotherapy With Epratuzumab Once Weekly,2,54
Anaphylaxis,Immune_system_disorders,NCT00098839,https://clinicaltrials.gov/show/NCT00098839,Recurrent_Childhood_Acute_Lymphoblastic_Leukemia,L-asparaginase|doxorubicin_hydrochloride|therapeutic_hydrocortisone|vincristine_sulfate|epratuzumab|cytarabine|prednisone|pegaspargase|dexrazoxane_hydrochloride|methotrexate|etoposide|cyclophosphamide|leucovorin_calcium|filgrastim|,4,168,serious_events,arm1,Reinduction Chemoimmunotherapy With Epratuzumab Twice Weekly,1,60
Anaphylaxis,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,5,205,serious_events,arm1,High TS: FOLFOX/Bev,2,73
Anaphylaxis,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,5,205,serious_events,arm2,Low or Indeterminate TS: FOLFOX/Bev,1,62
Anaphylaxis,Immune_system_disorders,NCT00098787,https://clinicaltrials.gov/show/NCT00098787,Colorectal_Cancer,bevacizumab|fluorouracil|irinotecan_hydrochloride|leucovorin_calcium|Oxaliplatin|,5,205,serious_events,arm0,High TS: IROX/Bev,2,70
Anaphylaxis,Immune_system_disorders,NCT00128713,https://clinicaltrials.gov/show/NCT00128713,Thrombocytopenia,Medium_Dose_Prophylactic_Platelet_Transfusions|Lower_Dose_Prophylactic_Platelet_Transfusions|Higher_Dose_Prophylactic_Platelet_Transfusions|,2,449,serious_events,arm2,Higher Dose Platelets,2,449
Anaphylaxis,Immune_system_disorders,NCT00224055,https://clinicaltrials.gov/show/NCT00224055,Anemia_Iron-Deficiency|Kidney_Failure_Chronic|,Sodium_Ferric_Gluconate_Complex_in_Sucrose_Injection|Ferrous_sulfate_tablets|,1,44,serious_events,arm0,IV Iron,1,44
Anaphylaxis,Immune_system_disorders,NCT00309946,https://clinicaltrials.gov/show/NCT00309946,Advanced_Malignant_Mesothelioma|Epithelial_Mesothelioma|Localized_Malignant_Mesothelioma|Recurrent_Malignant_Mesothelioma|Sarcomatous_Mesothelioma|,cediranib_maleate,1,51,serious_events,arm0,Treatment (Enzyme Inhibitor Therapy),1,51
Anaphylaxis,Immune_system_disorders,NCT00321828,https://clinicaltrials.gov/show/NCT00321828,Colorectal_Cancer,bevacizumab|fluorouracil|leucovorin|oxaliplatin|,9,89,other_events,arm0,Oxaliplatin + Leucovorin + 5-Fluorouracil + Bevacizumab,9,89
Anaphylaxis,Immune_system_disorders,NCT00326495,https://clinicaltrials.gov/show/NCT00326495,Metastatic_Colorectal_Cancer,Cetuximab|BAY_43-9006|,1,50,serious_events,arm0,BAY 43-9006 & Cetuximab,1,50
Anaphylaxis,Immune_system_disorders,NCT00354744,https://clinicaltrials.gov/show/NCT00354744,Sarcoma,dactinomycin|cyclophosphamide|doxorubicin_hydrochloride|etoposide|ifosfamide|irinotecan_hydrochloride|vincristine_sulfate|conventional_surgery|radiation_therapy|filgrastim|,3,108,other_events,arm0,High_Risk_Rhabdomyosarcoma,3,108
Anaphylaxis,Immune_system_disorders,NCT00369317,https://clinicaltrials.gov/show/NCT00369317,Childhood_Acute_Basophilic_Leukemia|Childhood_Acute_Eosinophilic_Leukemia|Childhood_Acute_Erythroleukemia_(M6)|Childhood_Acute_Megakaryocytic_Leukemia_(M7)|Childhood_Acute_Minimally_Differentiated_Myeloid_Leukemia_(M0)|Childhood_Acute_Monoblastic_Leukemia_(M5a)|Childhood_Acute_Monocytic_Leukemia_(M5b)|Childhood_Acute_Myeloblastic_Leukemia_With_Maturation_(M2)|Childhood_Acute_Myeloblastic_Leukemia_Without_Maturation_(M1)|Childhood_Acute_Myelomonocytic_Leukemia_(M4)|Childhood_Myelodysplastic_Syndromes|de_Novo_Myelodysplastic_Syndromes|Secondary_Acute_Myeloid_Leukemia|Secondary_Myelodysplastic_Syndromes|Untreated_Childhood_Acute_Myeloid_Leukemia_and_Other_Myeloid_Malignancies|,asparaginase|daunorubicin_hydrochloride|cytarabine|thioguanine|etoposide|laboratory_biomarker_analysis|,5,204,other_events,arm0,Treatment (Combination Chemotherapy),5,204
Anaphylaxis,Immune_system_disorders,NCT00372619,https://clinicaltrials.gov/show/NCT00372619,Leukemia,clofarabine|cytarabine|methotrexate|laboratory_biomarker_analysis|,4,47,other_events,arm4,Clofarabine 52 mg/mÎ_ to Assess Feasibility in AML Patients.,1,7
Anaphylaxis,Immune_system_disorders,NCT00372619,https://clinicaltrials.gov/show/NCT00372619,Leukemia,clofarabine|cytarabine|methotrexate|laboratory_biomarker_analysis|,4,47,other_events,arm5,Clofarabine 52 mg/mÎ_ to Assess Efficacy in AML Patients,3,40
Anaphylaxis,Immune_system_disorders,NCT00372593,https://clinicaltrials.gov/show/NCT00372593,Leukemia,asparaginase|cytarabine|daunorubicin_hydrochloride|etoposide|gemtuzumab_ozogamicin|mitoxantrone_hydrochloride|,58,1028,other_events,arm2,Arm A: Standard Arm - No GMTZ AML Patients With Down Syndrome,1,6
Anaphylaxis,Immune_system_disorders,NCT00372593,https://clinicaltrials.gov/show/NCT00372593,Leukemia,asparaginase|cytarabine|daunorubicin_hydrochloride|etoposide|gemtuzumab_ozogamicin|mitoxantrone_hydrochloride|,58,1028,other_events,arm1,Arm B: Experimental - With GMTZ AML Pts w/Out Down Syndrome,32,511
Anaphylaxis,Immune_system_disorders,NCT00372593,https://clinicaltrials.gov/show/NCT00372593,Leukemia,asparaginase|cytarabine|daunorubicin_hydrochloride|etoposide|gemtuzumab_ozogamicin|mitoxantrone_hydrochloride|,58,1028,other_events,arm0,Arm A: Standard Arm - No GMTZ AML Pts w/Out Down Syndrome,25,511
Anaphylaxis,General_disorders,NCT00381550,https://clinicaltrials.gov/show/NCT00381550,Accelerated_Phase_Chronic_Myelogenous_Leukemia|Atypical_Chronic_Myeloid_Leukemia_BCR-ABL1_Negative|Blastic_Phase_Chronic_Myelogenous_Leukemia|Chronic_Eosinophilic_Leukemia|Chronic_Myelomonocytic_Leukemia|Essential_Thrombocythemia|Philadelphia_Chromosome_Negative_Chronic_Myelogenous_Leukemia|Polycythemia_Vera|Primary_Myelofibrosis|Relapsing_Chronic_Myelogenous_Leukemia|,fludarabine_phosphate|triapine|laboratory_biomarker_analysis|,2,35,other_events,arm0,Arm I,2,35
Anaphylaxis,Immune_system_disorders,NCT00381940,https://clinicaltrials.gov/show/NCT00381940,Adult_Lymphocyte_Depletion_Hodgkin_Lymphoma|Adult_Lymphocyte_Predominant_Hodgkin_Lymphoma|Adult_Mixed_Cellularity_Hodgkin_Lymphoma|Adult_Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma|Adult_Nodular_Sclerosis_Hodgkin_Lymphoma|Childhood_Lymphocyte_Depletion_Hodgkin_Lymphoma|Childhood_Lymphocyte_Predominant_Hodgkin_Lymphoma|Childhood_Mixed_Cellularity_Hodgkin_Lymphoma|Childhood_Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma|Childhood_Nodular_Sclerosis_Hodgkin_Lymphoma|Recurrent_Adult_Hodgkin_Lymphoma|Recurrent/Refractory_Childhood_Hodgkin_Lymphoma|Stage_I_Adult_Hodgkin_Lymphoma|Stage_I_Childhood_Hodgkin_Lymphoma|Stage_II_Adult_Hodgkin_Lymphoma|Stage_II_Childhood_Hodgkin_Lymphoma|Stage_III_Adult_Hodgkin_Lymphoma|Stage_III_Childhood_Hodgkin_Lymphoma|Stage_IV_Adult_Hodgkin_Lymphoma|Stage_IV_Childhood_Hodgkin_Lymphoma|,ifosfamide|bortezomib|vinorelbine_tartrate|filgrastim|,1,25,serious_events,arm0,Treatment (Ifosfamide Vinorelbine Bortezomib),1,25
Anaphylaxis,Immune_system_disorders,NCT00387790,https://clinicaltrials.gov/show/NCT00387790,Untreated_Childhood_Brain_Stem_Glioma,motexafin_gadolinium|3-dimensional_conformal_radiation_therapy|,2,124,serious_events,arm0,Radiation and Motexafin Gadolinium,1,62
Anaphylaxis,Immune_system_disorders,NCT00387790,https://clinicaltrials.gov/show/NCT00387790,Untreated_Childhood_Brain_Stem_Glioma,motexafin_gadolinium|3-dimensional_conformal_radiation_therapy|,2,124,other_events,arm0,Radiation and Motexafin Gadolinium,1,62
Anaphylaxis,Immune_system_disorders,NCT00410904,https://clinicaltrials.gov/show/NCT00410904,Recurrent_Non-small_Cell_Lung_Cancer,cediranib_maleate|pemetrexed_disodium|,1,40,serious_events,arm0,Arm I - Cohort A,1,40
Anaphylaxis,Immune_system_disorders,NCT00436215,https://clinicaltrials.gov/show/NCT00436215,Ovarian_Neoplasm|Fallopian_Tube_Cancer|Primary_Peritoneal_Cancer|,Bevacizumab|BAY_43-9006|,1,55,other_events,arm0,BAY 43-9006 + Bevacizumab,1,55
Anaphylaxis,Immune_system_disorders,NCT00470275,https://clinicaltrials.gov/show/NCT00470275,Sarcoma,cytarabine,1,10,other_events,arm0,Cytarabine,1,10
Anaphylaxis,Immune_system_disorders,NCT00546052,https://clinicaltrials.gov/show/NCT00546052,Hypertension|Metabolic_Disorder|,losartan_potassium_(+)_hydrochlorothiazide,1,1714,serious_events,arm0,Overall ITT,1,1714
Anaphylaxis,Immune_system_disorders,NCT00602641,https://clinicaltrials.gov/show/NCT00602641,Stage_I_Multiple_Myeloma|Stage_II_Multiple_Myeloma|Stage_III_Multiple_Myeloma|,melphalan|prednisone|thalidomide|lenalidomide|,1,150,serious_events,arm1,mPR-R,1,150
Anaphylaxis,Immune_system_disorders,NCT00666588,https://clinicaltrials.gov/show/NCT00666588,Adult_Acute_Monoblastic_Leukemia_(M5a)|Adult_Acute_Monocytic_Leukemia_(M5b)|Adult_Acute_Myeloblastic_Leukemia_With_Maturation_(M2)|Adult_Acute_Myeloblastic_Leukemia_Without_Maturation_(M1)|Adult_Acute_Myeloid_Leukemia_With_11q23_(MLL)_Abnormalities|Adult_Acute_Myeloid_Leukemia_With_Del(5q)|Adult_Acute_Myeloid_Leukemia_With_t(15;17)(q22;q12)|Adult_Acute_Myeloid_Leukemia_With_t(16;16)(p13;q22)|Adult_Acute_Myelomonocytic_Leukemia_(M4)|Childhood_Acute_Basophilic_Leukemia|Childhood_Acute_Eosinophilic_Leukemia|Childhood_Acute_Erythroleukemia_(M6)|Childhood_Acute_Megakaryocytic_Leukemia_(M7)|Childhood_Acute_Minimally_Differentiated_Myeloid_Leukemia_(M0)|Childhood_Acute_Monoblastic_Leukemia_(M5a)|Childhood_Acute_Monocytic_Leukemia_(M5b)|Childhood_Acute_Myeloblastic_Leukemia_With_Maturation_(M2)|Childhood_Acute_Myeloblastic_Leukemia_Without_Maturation_(M1)|Childhood_Acute_Myelomonocytic_Leukemia_(M4)|Recurrent_Adult_Acute_Myeloid_Leukemia|Recurrent_Childhood_Acute_Myeloid_Leukemia|Secondary_Acute_Myeloid_Leukemia|,idarubicin|cytarabine|bortezomib|etoposide|laboratory_biomarker_analysis|,1,20,other_events,arm3,Bortezomib 1.3 mg/m2-assess Efficacy High Anthracycline Exp,1,20
Anaphylaxis,Immune_system_disorders,NCT00723073,https://clinicaltrials.gov/show/NCT00723073,Febrile_Neutropenia,Null,1,149,serious_events,arm0,Caspofungin Arm,1,149
