Adverse Event,Category,Trial Id,URL,Condition,Intervention,Total-affected,Total-at risk,Serious/Other,Arm#,Arm Title,Arm-affected,Arm-at risk
Drug_hypersensitivity,Immune_system_disorders,NCT00094107,https://clinicaltrials.gov/show/NCT00094107,Melanoma|Skin_Neoplasms|,Axitinib_[AG-013736],1,32,other_events,arm0,Axitinib,1,32
DRUG_HYPERSENSITIVITY,Immune_system_disorders,NCT00095238,https://clinicaltrials.gov/show/NCT00095238,Congestive_Heart_Failure,Irbesartan|Placebo|,1,2064,serious_events,arm0,IRBESARTAN,1,2064
Drug_hypersensitivity,Immune_system_disorders,NCT00095576,https://clinicaltrials.gov/show/NCT00095576,AIDS|HIV_Infections|,Trivalent_MRKAd5_HIV-1_gag/pol/nef_(1.5x10^10_ad-vg/dose)|Comparator:_placebo|,1,1495,serious_events,arm1,Placebo,1,1495
Drug_Hypersensitivity,Immune_system_disorders,NCT00097773,https://clinicaltrials.gov/show/NCT00097773,Cystic_Fibrosis|Pulmonary_Disease_Chronic_Obstructive|,Tobramycin_solution_for_inhalation_(TOBI)|Oral_placebo|Oral_ciprofloxacin|,1,76,serious_events,arm1,Cycled TIS w/Cipro,1,76
Drug_hypersensitivity,Immune_system_disorders,NCT00097591,https://clinicaltrials.gov/show/NCT00097591,Coronary_Arteriosclerosis|Acute_Coronary_Syndromes|,Prasugrel|Clopidogrel|,4,13457,serious_events,arm1,Clopidogrel,3,6716
Drug_hypersensitivity,Immune_system_disorders,NCT00097591,https://clinicaltrials.gov/show/NCT00097591,Coronary_Arteriosclerosis|Acute_Coronary_Syndromes|,Prasugrel|Clopidogrel|,4,13457,serious_events,arm0,Prasugrel,1,6741
Drug_hypersensitivity,Immune_system_disorders,NCT00097786,https://clinicaltrials.gov/show/NCT00097786,Diabetes_Mellitus_Type_2,Valsartan_160_mg_+_nateglinide_60_mg|Valsartan_160_mg_+_nateglinide_placebo|Nateglinide_60_mg_+_valsartan_placebo|Valsartan_placebo_+_nateglinide_placebo|,10,9201,serious_events,arm2,Nateglinide 60 mg ac + Placebo Valsartan,3,2305
Drug_hypersensitivity,Immune_system_disorders,NCT00097786,https://clinicaltrials.gov/show/NCT00097786,Diabetes_Mellitus_Type_2,Valsartan_160_mg_+_nateglinide_60_mg|Valsartan_160_mg_+_nateglinide_placebo|Nateglinide_60_mg_+_valsartan_placebo|Valsartan_placebo_+_nateglinide_placebo|,10,9201,serious_events,arm0,Valsartan 160 mg od + Nateglinide 60 mg ac,3,2297
Drug_hypersensitivity,Immune_system_disorders,NCT00097786,https://clinicaltrials.gov/show/NCT00097786,Diabetes_Mellitus_Type_2,Valsartan_160_mg_+_nateglinide_60_mg|Valsartan_160_mg_+_nateglinide_placebo|Nateglinide_60_mg_+_valsartan_placebo|Valsartan_placebo_+_nateglinide_placebo|,10,9201,serious_events,arm3,Placebo,3,2316
Drug_hypersensitivity,Immune_system_disorders,NCT00097786,https://clinicaltrials.gov/show/NCT00097786,Diabetes_Mellitus_Type_2,Valsartan_160_mg_+_nateglinide_60_mg|Valsartan_160_mg_+_nateglinide_placebo|Nateglinide_60_mg_+_valsartan_placebo|Valsartan_placebo_+_nateglinide_placebo|,10,9201,serious_events,arm1,Valsartan 160 mg od + Placebo Nateglinide,1,2283
Drug_hypersensitivity,Immune_system_disorders,NCT00098293,https://clinicaltrials.gov/show/NCT00098293,HIV-1,Maraviroc_+_Zidovudine/Lamivudine|Efavirenz_+_Zidovudine/Lamivudine|Maraviroc_(UK-427857)_+_Zidovudine/Lamivudine|,1,360,serious_events,arm1,Maraviroc Twice Daily + CBV (DB and OL),1,360
Drug_hypersensitivity,Immune_system_disorders,NCT00098306,https://clinicaltrials.gov/show/NCT00098306,HIV_Infections,Maraviroc_(UK-427857)|Optimized_Background_Therapy|Optimized_Background_Therapy|Placebo|Optimized_Background_Therapy|,1,235,serious_events,arm1,Maraviroc BID Double Blind,1,235
Drug_hypersensitivity,Immune_system_disorders,NCT00098722,https://clinicaltrials.gov/show/NCT00098722,HIV_Infections,Maraviroc_(UK-427857)|optimized_background_therapy|Maraviroc_(UK-427857)|optimized_background_therapy|optimized_background_therapy|,3,464,serious_events,arm0,Maraviroc QD,1,182
Drug_hypersensitivity,Immune_system_disorders,NCT00098722,https://clinicaltrials.gov/show/NCT00098722,HIV_Infections,Maraviroc_(UK-427857)|optimized_background_therapy|Maraviroc_(UK-427857)|optimized_background_therapy|optimized_background_therapy|,3,464,serious_events,arm1,Maraviroc BID,1,191
Drug_hypersensitivity,Immune_system_disorders,NCT00098722,https://clinicaltrials.gov/show/NCT00098722,HIV_Infections,Maraviroc_(UK-427857)|optimized_background_therapy|Maraviroc_(UK-427857)|optimized_background_therapy|optimized_background_therapy|,3,464,serious_events,arm2,Placebo,1,91
Drug_hypersensitivity,Immune_system_disorders,NCT00101686,https://clinicaltrials.gov/show/NCT00101686,Colorectal_Neoplasms,Modified_Bolus_5-FU/LV_with_Irinotecan|FOLFIRI_+_bevacizumab|miFL_+_bevacizumab|Infusional_5-FU/LV_with_Irinotecan|Oral_Capecitabine_with_Irinotecan|,1,137,serious_events,arm0,FOLFIRI,1,137
Drug_hypersensitivity,Immune_system_disorders,NCT00104299,https://clinicaltrials.gov/show/NCT00104299,Vasculitis|Wegener's_Granulomatosis|Microscopic_Polyangiitis|,Rituximab_plus_cyclophosphamide_placebo_(rituximab_group)|Cyclophosphamide_plus_rituximab_placebo_(control_group)|Azathioprine|Methylprednisolone_(or_other_glucocorticoid)|Prednisone|,2,98,serious_events,arm1,Control Group,2,98
Drug_hypersensitivity,Immune_system_disorders,NCT00105027,https://clinicaltrials.gov/show/NCT00105027,Macular_Edema_Cystoid|Retinal_Vein_Occlusion|,Standard_Care|intravitreal_triamcinolone_injection|intravitreal_triamcinolone_injection|,1,136,serious_events,arm4,BRVO 1 mg Dose Triamcinolone Acetonide,1,136
Drug_Hypersensitivity,Immune_system_disorders,NCT00105157,https://clinicaltrials.gov/show/NCT00105157,HIV_Infections|Acquired_Immunodeficiency_Syndrome|,Comparator:_MK0518|MK0518|MK0518|Placebo|,2,178,other_events,arm0,MK0518,1,133
Drug_Hypersensitivity,Immune_system_disorders,NCT00105157,https://clinicaltrials.gov/show/NCT00105157,HIV_Infections|Acquired_Immunodeficiency_Syndrome|,Comparator:_MK0518|MK0518|MK0518|Placebo|,2,178,other_events,arm1,Placebo,1,45
Drug_hypersensitivity,Immune_system_disorders,NCT00106535,https://clinicaltrials.gov/show/NCT00106535,Rheumatoid_Arthritis,tocilizumab_[RoActemra/Actemra]|Placebo|Methotrexate|,1,1054,serious_events,arm2,All Tocilizumab 8 mg/kg + Methotrexate,1,1054
Drug_Hypersensitivity,Immune_system_disorders,NCT00107978,https://clinicaltrials.gov/show/NCT00107978,Staphylococcal_Skin_Infection,Telavancin|Vancomycin|,14,2024,serious_events,arm1,Vancomycin,1,509
Drug_Hypersensitivity,Immune_system_disorders,NCT00107978,https://clinicaltrials.gov/show/NCT00107978,Staphylococcal_Skin_Infection,Telavancin|Vancomycin|,14,2024,other_events,arm1,Vancomycin,6,509
Drug_Hypersensitivity,Immune_system_disorders,NCT00107978,https://clinicaltrials.gov/show/NCT00107978,Staphylococcal_Skin_Infection,Telavancin|Vancomycin|,14,2024,serious_events,arm0,Telavancin,2,503
Drug_Hypersensitivity,Immune_system_disorders,NCT00107978,https://clinicaltrials.gov/show/NCT00107978,Staphylococcal_Skin_Infection,Telavancin|Vancomycin|,14,2024,other_events,arm0,Telavancin,5,503
Drug_hypersensitivity,Immune_system_disorders,NCT00108082,https://clinicaltrials.gov/show/NCT00108082,Hypertension|Left_Ventricular_Hypertrophy|,carvedilol_MR|atenolol|lisinopril|,1,100,serious_events,arm1,Atenolol,1,100
Drug_hypersensitivity,Immune_system_disorders,NCT00112294,https://clinicaltrials.gov/show/NCT00112294,Non-Small-Cell_Lung_Carcinoma,Paclitaxel_(Taxane)|Docetaxel_(Taxane)|Carboplatin|Cetuximab|,1,320,serious_events,arm1,Taxane+Carboplatin,1,320
Drug_hypersensitivity,Immune_system_disorders,NCT00112918,https://clinicaltrials.gov/show/NCT00112918,Colorectal_Cancer,Bevacizumab|Capecitabine|5-Fluorouracil_(5-FU)|Leucovorin_calcium|Oxaliplatin|,179,6812,serious_events,arm0,FOLFOX4,5,1126
Drug_hypersensitivity,Immune_system_disorders,NCT00112918,https://clinicaltrials.gov/show/NCT00112918,Colorectal_Cancer,Bevacizumab|Capecitabine|5-Fluorouracil_(5-FU)|Leucovorin_calcium|Oxaliplatin|,179,6812,serious_events,arm1,FOLFOX4 + Bv,3,1145
Drug_hypersensitivity,Immune_system_disorders,NCT00112918,https://clinicaltrials.gov/show/NCT00112918,Colorectal_Cancer,Bevacizumab|Capecitabine|5-Fluorouracil_(5-FU)|Leucovorin_calcium|Oxaliplatin|,179,6812,other_events,arm0,FOLFOX4,66,1126
Drug_hypersensitivity,Immune_system_disorders,NCT00112918,https://clinicaltrials.gov/show/NCT00112918,Colorectal_Cancer,Bevacizumab|Capecitabine|5-Fluorouracil_(5-FU)|Leucovorin_calcium|Oxaliplatin|,179,6812,other_events,arm1,FOLFOX4 + Bv,72,1145
Drug_hypersensitivity,Immune_system_disorders,NCT00112918,https://clinicaltrials.gov/show/NCT00112918,Colorectal_Cancer,Bevacizumab|Capecitabine|5-Fluorouracil_(5-FU)|Leucovorin_calcium|Oxaliplatin|,179,6812,serious_events,arm2,XELOX+Bv,1,1135
Drug_hypersensitivity,Immune_system_disorders,NCT00112918,https://clinicaltrials.gov/show/NCT00112918,Colorectal_Cancer,Bevacizumab|Capecitabine|5-Fluorouracil_(5-FU)|Leucovorin_calcium|Oxaliplatin|,179,6812,other_events,arm2,XELOX+Bv,32,1135
Drug_Hypersensitivity,Immune_system_disorders,NCT00112437,https://clinicaltrials.gov/show/NCT00112437,Osteoporosis,MK0822|MK0822|MK0822|MK0822|Vitamin_D3|Calcium_Carbonate|Placebo|,2,41,other_events,arm14,MK0822 50 mg / MK0822 50 mg,1,20
Drug_Hypersensitivity,Immune_system_disorders,NCT00112437,https://clinicaltrials.gov/show/NCT00112437,Osteoporosis,MK0822|MK0822|MK0822|MK0822|Vitamin_D3|Calcium_Carbonate|Placebo|,2,41,other_events,arm12,MK0822 25 mg / MK0822 50 mg,1,21
Drug_Hypersensitivity,Immune_system_disorders,NCT00113607,https://clinicaltrials.gov/show/NCT00113607,Ovarian_Cancer,Trabectedin|DOXIL|Dexamethasone|,1,330,serious_events,arm1,DOXIL,1,330
DRUG_HYPERSENSITIVITY,Immune_system_disorders,NCT00115765,https://clinicaltrials.gov/show/NCT00115765,Colorectal_Cancer,Oxaliplatin_Based_Chemotherapy|Panitumumab|Irinotecan_Based_Chemotherapy|Bevacizumab|,3,1028,serious_events,arm0,Panit. Plus Bevacizumab With Chemotherapy,2,518
DRUG_HYPERSENSITIVITY,Immune_system_disorders,NCT00115765,https://clinicaltrials.gov/show/NCT00115765,Colorectal_Cancer,Oxaliplatin_Based_Chemotherapy|Panitumumab|Irinotecan_Based_Chemotherapy|Bevacizumab|,3,1028,serious_events,arm1,Bevacizumab With Chemotherapy,1,510
Drug_Hypersensitivity,Immune_system_disorders,NCT00118755,https://clinicaltrials.gov/show/NCT00118755,Colorectal_Cancer,capecitabine|Oxaliplatin|bevacizumab|capecitabine|Oxaliplatin|bevacizumab|,1,211,serious_events,arm1,XELOX Q2W + Bevacizumab,1,211
Drug_hypersensitivity,Immune_system_disorders,NCT00118898,https://clinicaltrials.gov/show/NCT00118898,HIV_Infections,Abacavir/Lamivudine|Atazanavir|Efavirenz|Emtricitabine/Tenofovir_disoproxil_fumarate|Ritonavir|Abacavir/Lamivudine_placebo|Emtricitabine/Tenofovir_disoproxil_fumarate_placebo|,145,3696,other_events,arm1,EFV Placebo FTC/TDF and ABC/3TC,49,461
Drug_hypersensitivity,Immune_system_disorders,NCT00118898,https://clinicaltrials.gov/show/NCT00118898,HIV_Infections,Abacavir/Lamivudine|Atazanavir|Efavirenz|Emtricitabine/Tenofovir_disoproxil_fumarate|Ritonavir|Abacavir/Lamivudine_placebo|Emtricitabine/Tenofovir_disoproxil_fumarate_placebo|,145,3696,other_events,arm2,RTV-boosted ATV FTC/TDF and Placebo ABC/3TC,29,464
Drug_hypersensitivity,Immune_system_disorders,NCT00118898,https://clinicaltrials.gov/show/NCT00118898,HIV_Infections,Abacavir/Lamivudine|Atazanavir|Efavirenz|Emtricitabine/Tenofovir_disoproxil_fumarate|Ritonavir|Abacavir/Lamivudine_placebo|Emtricitabine/Tenofovir_disoproxil_fumarate_placebo|,145,3696,serious_events,arm3,RTV-boosted ATV Placebo FTC/TDF and ABC/3TC,7,462
Drug_hypersensitivity,Immune_system_disorders,NCT00118898,https://clinicaltrials.gov/show/NCT00118898,HIV_Infections,Abacavir/Lamivudine|Atazanavir|Efavirenz|Emtricitabine/Tenofovir_disoproxil_fumarate|Ritonavir|Abacavir/Lamivudine_placebo|Emtricitabine/Tenofovir_disoproxil_fumarate_placebo|,145,3696,other_events,arm3,RTV-boosted ATV Placebo FTC/TDF and ABC/3TC,30,462
Drug_hypersensitivity,Immune_system_disorders,NCT00118898,https://clinicaltrials.gov/show/NCT00118898,HIV_Infections,Abacavir/Lamivudine|Atazanavir|Efavirenz|Emtricitabine/Tenofovir_disoproxil_fumarate|Ritonavir|Abacavir/Lamivudine_placebo|Emtricitabine/Tenofovir_disoproxil_fumarate_placebo|,145,3696,serious_events,arm1,EFV Placebo FTC/TDF and ABC/3TC,5,461
Drug_hypersensitivity,Immune_system_disorders,NCT00118898,https://clinicaltrials.gov/show/NCT00118898,HIV_Infections,Abacavir/Lamivudine|Atazanavir|Efavirenz|Emtricitabine/Tenofovir_disoproxil_fumarate|Ritonavir|Abacavir/Lamivudine_placebo|Emtricitabine/Tenofovir_disoproxil_fumarate_placebo|,145,3696,serious_events,arm2,RTV-boosted ATV FTC/TDF and Placebo ABC/3TC,2,464
Drug_hypersensitivity,Immune_system_disorders,NCT00118898,https://clinicaltrials.gov/show/NCT00118898,HIV_Infections,Abacavir/Lamivudine|Atazanavir|Efavirenz|Emtricitabine/Tenofovir_disoproxil_fumarate|Ritonavir|Abacavir/Lamivudine_placebo|Emtricitabine/Tenofovir_disoproxil_fumarate_placebo|,145,3696,serious_events,arm0,EFV FTC/TDF and Placebo ABC/3TC,1,461
Drug_hypersensitivity,Immune_system_disorders,NCT00118898,https://clinicaltrials.gov/show/NCT00118898,HIV_Infections,Abacavir/Lamivudine|Atazanavir|Efavirenz|Emtricitabine/Tenofovir_disoproxil_fumarate|Ritonavir|Abacavir/Lamivudine_placebo|Emtricitabine/Tenofovir_disoproxil_fumarate_placebo|,145,3696,other_events,arm0,EFV FTC/TDF and Placebo ABC/3TC,22,461
DRUG_HYPERSENSITIVITY,Immune_system_disorders,NCT00119678,https://clinicaltrials.gov/show/NCT00119678,Systemic_Lupus_Erythematosus,Abatacept|Placebo|Prednisone|Abatacept|,1,121,serious_events,arm0,Abatacept,1,121
Drug_hypersensitivity,Immune_system_disorders,NCT00120523,https://clinicaltrials.gov/show/NCT00120523,Atopic_Dermatitis,Pimecrolimus|Topical_corticosteroids|,1,1205,serious_events,arm0,Pimecrolimus,1,1205
Drug_Hypersensitivity,Immune_system_disorders,NCT00121810,https://clinicaltrials.gov/show/NCT00121810,Kidney_Transplantation,mycophenolate_mofetil_[CellCept]|Corticosteroids|Calcineurin_inhibitors|Sirolimus|,2,301,serious_events,arm1,Mycophenolate Mofetil + Cyclosporine or Tacrolimus,1,153
Drug_Hypersensitivity,Immune_system_disorders,NCT00121810,https://clinicaltrials.gov/show/NCT00121810,Kidney_Transplantation,mycophenolate_mofetil_[CellCept]|Corticosteroids|Calcineurin_inhibitors|Sirolimus|,2,301,serious_events,arm0,Mycophenolate Mofetil + Sirolimus,1,148
DRUG_HYPERSENSITIVITY,Immune_system_disorders,NCT00121667,https://clinicaltrials.gov/show/NCT00121667,Diabetes_Mellitus_Type_2,Saxagliptin_+_Metformin|Saxagliptin_+_Metformin|Saxagliptin_+_Metformin|Placebo_+_Metformin|Pioglitazone|,1,192,serious_events,arm2,Saxagliptin 2.5 mg + Metformin,1,192
Drug_hypersensitivity,Immune_system_disorders,NCT00123487,https://clinicaltrials.gov/show/NCT00123487,Myeloid_Leukemia_Chronic_Accelerated_Phase|Leukemia_Lymphoblastic_Acute_Philadelphia-Positive|,dasatinib|dasatinib|,1,305,serious_events,arm1,Dasatinib 70 mg BID,1,305
DRUG_HYPERSENSITIVITY,Immune_system_disorders,NCT00129766,https://clinicaltrials.gov/show/NCT00129766,Respiratory_Syncytial_Virus_Infections,motavizumab_(MEDI-524)|palivizumab|,1,3315,serious_events,arm1,Motavizumab,1,3315
Drug_Hypersensitivity,Immune_system_disorders,NCT00137969,https://clinicaltrials.gov/show/NCT00137969,Lupus_Erythematosus_Systemic,Rituximab|Placebo|Prednisone|Acetaminophen|Diphenhydramine|,1,169,serious_events,arm0,Rituximab 1000 mg + Prednisone,1,169
Drug_hypersensitivity,Immune_system_disorders,NCT00143247,https://clinicaltrials.gov/show/NCT00143247,Diabetes_Mellitus,Exubera‘Œ_(inhaled_insulin),1,173,other_events,arm0,Inhaled Insulin,1,173
Drug_hypersensitivity,Immune_system_disorders,NCT00144170,https://clinicaltrials.gov/show/NCT00144170,HIV_Infections,Tipranavir_(with_low_dose_ritonavir)|Comparator_protease_inhibitor(CPI)/low_dose_ritonavir(r)|,1,428,serious_events,arm1,Comparitor Protease Inhibitor(CPI)/Low Dose Ritonavir(r),1,428
drug_hypersensitivity,General_disorders,NCT00145041,https://clinicaltrials.gov/show/NCT00145041,Malignant_Melanoma,Vincristine_Sulfate_Liposomes_Injection,1,7,other_events,arm0,Overall Study,1,7
Drug_hypersensitivity,Immune_system_disorders,NCT00146328,https://clinicaltrials.gov/show/NCT00146328,HIV_Infections,Tipranavir,2,449,serious_events,arm2,Group 3 (Tipranavir naÍève Patients),2,449
