Confidence,Nodes,Id,Frequency (arms#),Category
0.202286719,Cardiac_failure_congestive,Cardiac_failure_congestive,1137,Cardiac disorders
0.202255109,Cerebrovascular_accident,Cerebrovascular_accident,1419,Nervous system disorders
0.200921659,Coronary_artery_disease,Coronary_artery_disease,1085,Cardiac disorders
0.200300075,Pleural_effusion,Pleural_effusion,1333,"Respiratory, thoracic and mediastinal disorders"
0.200136147,Renal_failure_acute,Renal_failure_acute,1469,Renal and urinary disorders
0.197068404,Renal_failure,Renal_failure,1228,Renal and urinary disorders
0.196945338,Chronic_obstructive_pulmonary_disease,Chronic_obstructive_pulmonary_disease,1244,"Respiratory, thoracic and mediastinal disorders"
0.194112967,Angina_pectoris,Angina_pectoris,1257,Cardiac disorders
0.193200663,Thrombocytopenia,Thrombocytopenia,1206,Blood and lymphatic system disorders
0.192612137,Cardiac_failure_congestive,Cardiac_failure_congestive,1137,Cardiac disorders
0.19218241,Respiratory_failure,Respiratory_failure,1228,"Respiratory, thoracic and mediastinal disorders"
0.191726333,Angina_pectoris,Angina_pectoris,1257,Cardiac disorders
0.191368078,Renal_failure,Renal_failure,1228,Renal and urinary disorders
0.191343964,Deep_vein_thrombosis,Deep_vein_thrombosis,1317,Vascular disorders
0.191318328,Chronic_obstructive_pulmonary_disease,Chronic_obstructive_pulmonary_disease,1244,"Respiratory, thoracic and mediastinal disorders"
0.190584662,Deep_vein_thrombosis,Deep_vein_thrombosis,1317,Vascular disorders
0.190514469,Chronic_obstructive_pulmonary_disease,Chronic_obstructive_pulmonary_disease,1244,"Respiratory, thoracic and mediastinal disorders"
0.18940754,Fall,Fall,1114,"Injury, poisoning and procedural complications"
0.189376443,Back_pain,Back_pain,1299,Musculoskeletal and connective tissue disorders
0.189374014,Atrial_fibrillation,Atrial_fibrillation,1901,Cardiac disorders
0.188865398,Cerebrovascular_accident,Cerebrovascular_accident,1419,Nervous system disorders
0.18877551,Convulsion,Convulsion,1176,Nervous system disorders
0.187660668,Acute_myocardial_infarction,Acute_myocardial_infarction,1167,Cardiac disorders
0.187335092,Cardiac_failure_congestive,Cardiac_failure_congestive,1137,Cardiac disorders
0.185361973,Angina_pectoris,Angina_pectoris,1257,Cardiac disorders
0.184639663,Atrial_fibrillation,Atrial_fibrillation,1901,Cardiac disorders
0.184546137,Pleural_effusion,Pleural_effusion,1333,"Respiratory, thoracic and mediastinal disorders"
0.184233076,Acute_myocardial_infarction,Acute_myocardial_infarction,1167,Cardiac disorders
0.182991648,Deep_vein_thrombosis,Deep_vein_thrombosis,1317,Vascular disorders
0.182553437,Pulmonary_embolism,Pulmonary_embolism,1731,"Respiratory, thoracic and mediastinal disorders"
0.182448037,Back_pain,Back_pain,1299,Musculoskeletal and connective tissue disorders
0.181515007,Sepsis,Sepsis,2099,Infections and infestations
0.180781759,Respiratory_failure,Respiratory_failure,1228,"Respiratory, thoracic and mediastinal disorders"
0.180781759,Renal_failure,Renal_failure,1228,Renal and urinary disorders
0.180487805,Bronchitis,Bronchitis,1435,Infections and infestations
0.180272109,Convulsion,Convulsion,1176,Nervous system disorders
0.179948586,Acute_myocardial_infarction,Acute_myocardial_infarction,1167,Cardiac disorders
0.179421769,Convulsion,Convulsion,1176,Nervous system disorders
0.179294824,Pleural_effusion,Pleural_effusion,1333,"Respiratory, thoracic and mediastinal disorders"
0.179033356,Renal_failure_acute,Renal_failure_acute,1469,Renal and urinary disorders
0.178598922,Back_pain,Back_pain,1299,Musculoskeletal and connective tissue disorders
0.178435839,Deep_vein_thrombosis,Deep_vein_thrombosis,1317,Vascular disorders
0.178338762,Respiratory_failure,Respiratory_failure,1228,"Respiratory, thoracic and mediastinal disorders"
0.177589852,Cerebrovascular_accident,Cerebrovascular_accident,1419,Nervous system disorders
0.177589852,Cerebrovascular_accident,Cerebrovascular_accident,1419,Nervous system disorders
0.177059276,Back_pain,Back_pain,1299,Musculoskeletal and connective tissue disorders
0.176631925,Myocardial_infarction,Myocardial_infarction,1823,Cardiac disorders
0.176610979,Angina_pectoris,Angina_pectoris,1257,Cardiac disorders
0.176310415,Renal_failure_acute,Renal_failure_acute,1469,Renal and urinary disorders
0.176198729,Pulmonary_embolism,Pulmonary_embolism,1731,"Respiratory, thoracic and mediastinal disorders"
0.175241158,Chronic_obstructive_pulmonary_disease,Chronic_obstructive_pulmonary_disease,1244,"Respiratory, thoracic and mediastinal disorders"
0.173340647,Myocardial_infarction,Myocardial_infarction,1823,Cardiac disorders
0.173310225,Pulmonary_embolism,Pulmonary_embolism,1731,"Respiratory, thoracic and mediastinal disorders"
0.173076923,Dyspnoea,Dyspnoea,1976,"Respiratory, thoracic and mediastinal disorders"
0.172633254,Angina_pectoris,Angina_pectoris,1257,Cardiac disorders
0.172440339,Back_pain,Back_pain,1299,Musculoskeletal and connective tissue disorders
0.171824104,Renal_failure,Renal_failure,1228,Renal and urinary disorders
0.170546559,Dyspnoea,Dyspnoea,1976,"Respiratory, thoracic and mediastinal disorders"
0.170183799,Renal_failure_acute,Renal_failure_acute,1469,Renal and urinary disorders
0.17013087,Back_pain,Back_pain,1299,Musculoskeletal and connective tissue disorders
0.169811321,Hypotension,Hypotension,1643,Vascular disorders
0.169230769,Anaemia,Anaemia,2080,Blood and lymphatic system disorders
0.168786127,Chest_pain,Chest_pain,1730,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
0.168641115,Bronchitis,Bronchitis,1435,Infections and infestations
0.166314306,Cerebrovascular_accident,Cerebrovascular_accident,1419,Nervous system disorders
0.165791448,Pleural_effusion,Pleural_effusion,1333,"Respiratory, thoracic and mediastinal disorders"
0.165156794,Bronchitis,Bronchitis,1435,Infections and infestations
0.164787976,Urinary_tract_infection,Urinary_tract_infection,1863,Infections and infestations
0.164768413,Deep_vein_thrombosis,Deep_vein_thrombosis,1317,Vascular disorders
0.164766249,Diarrhoea,Diarrhoea,1754,Gastrointestinal disorders
0.164766249,Diarrhoea,Diarrhoea,1754,Gastrointestinal disorders
0.163116251,Hypotension,Hypotension,1643,Vascular disorders
0.162369338,Bronchitis,Bronchitis,1435,Infections and infestations
0.161981896,Sepsis,Sepsis,2099,Infections and infestations
0.161731207,Deep_vein_thrombosis,Deep_vein_thrombosis,1317,Vascular disorders
0.161046804,Abdominal_pain,Abdominal_pain,1987,Gastrointestinal disorders
0.160540135,Pleural_effusion,Pleural_effusion,1333,"Respiratory, thoracic and mediastinal disorders"
0.160175535,Myocardial_infarction,Myocardial_infarction,1823,Cardiac disorders
0.159915834,Atrial_fibrillation,Atrial_fibrillation,1901,Cardiac disorders
0.159789947,Pleural_effusion,Pleural_effusion,1333,"Respiratory, thoracic and mediastinal disorders"
0.159581882,Bronchitis,Bronchitis,1435,Infections and infestations
0.159445407,Pulmonary_embolism,Pulmonary_embolism,1731,"Respiratory, thoracic and mediastinal disorders"
0.158867707,Pulmonary_embolism,Pulmonary_embolism,1731,"Respiratory, thoracic and mediastinal disorders"
0.158562368,Cerebrovascular_accident,Cerebrovascular_accident,1419,Nervous system disorders
0.157811678,Atrial_fibrillation,Atrial_fibrillation,1901,Cardiac disorders
0.157432803,Myocardial_infarction,Myocardial_infarction,1823,Cardiac disorders
0.157225434,Chest_pain,Chest_pain,1730,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
0.156875,Hypertension,Hypertension,1600,Vascular disorders
0.155625,Hypertension,Hypertension,1600,Vascular disorders
0.155207624,Renal_failure_acute,Renal_failure_acute,1469,Renal and urinary disorders
0.153846154,Anaemia,Anaemia,2080,Blood and lymphatic system disorders
0.153846154,Dyspnoea,Dyspnoea,1976,"Respiratory, thoracic and mediastinal disorders"
0.153310105,Bronchitis,Bronchitis,1435,Infections and infestations
0.15261324,Bronchitis,Bronchitis,1435,Infections and infestations
0.152512998,Pulmonary_embolism,Pulmonary_embolism,1731,"Respiratory, thoracic and mediastinal disorders"
0.151219512,Bronchitis,Bronchitis,1435,Infections and infestations
0.150831991,Urinary_tract_infection,Urinary_tract_infection,1863,Infections and infestations
