0.636363636,[Cardiac_arrest  Angina_pectoris]
0.6352657,[Cardiac_arrest  Hypotension]
0.63310962,[Cardiac_arrest  Syncope]
0.631268437,[Asthenia  Cardiac_failure_congestive]
0.630379747,[Cardiac_arrest  Diarrhoea]
0.628640777,[Cardiac_failure  Cardiac_failure_congestive]
0.62797619,[Cardiac_failure  Nausea]
0.6275,[Cardiac_failure  Gastroenteritis]
0.626582278,[Cardiac_failure  Renal_failure_acute]
0.62642369,[Cardiac_arrest  Cerebrovascular_accident]
0.623036649,[Cardiac_failure  Vomiting]
0.620901639,[Cardiac_arrest  Dyspnoea]
0.6201373,[Cardiac_failure  Abdominal_pain]
0.62007874,[Cardiac_arrest  Sepsis]
0.62,[Cardiac_arrest  Nausea]
0.619450317,[Cardiac_failure  Urinary_tract_infection]
0.618510158,[Cardiac_arrest  Abdominal_pain]
0.617948718,[Cardiac_arrest  Cardiac_failure_congestive]
0.617924528,[Cardiac_arrest  Chest_pain]
0.617647059,[Cardiac_failure  Pyrexia]
0.616113744,[Cardiac_failure  Cellulitis]
0.61589404,[Cardiac_arrest  Urinary_tract_infection]
0.615584416,[Cardiac_failure_congestive  Back_pain]
0.615384615,[Cardiac_arrest  Dehydration]
0.612576065,[Cardiac_arrest  Anaemia]
0.612244898,[Cardiac_failure  Sepsis]
0.611793612,[Cardiac_failure_congestive  Renal_failure]
0.610309278,[Cardiac_arrest  Pulmonary_embolism]
0.605522682,[Cardiac_arrest  Myocardial_infarction]
0.604422604,[Cardiac_arrest  Vomiting]
0.604347826,[Cardiac_arrest  Pyrexia]
0.601108033,[Fall  Cardiac_failure_congestive]
0.600558659,[Cardiac_failure_congestive  Cholelithiasis]
0.598113208,[Cardiac_failure  Dyspnoea]
0.5975,[Cardiac_arrest  Deep_vein_thrombosis]
0.595555556,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive]
0.594235033,[Cardiac_failure  Angina_pectoris]
0.593806922,[Cardiac_failure  Atrial_fibrillation]
0.593283582,[Cardiac_failure  Anaemia]
0.593147752,[Cardiac_arrest  Renal_failure_acute]
0.59009009,[Cardiac_failure_congestive  Gastroenteritis]
0.588803089,[Cardiac_failure  Myocardial_infarction]
0.586466165,[Cardiac_arrest  Atrial_fibrillation]
0.585253456,[Cardiac_failure_congestive  Bronchitis]
0.577367206,[Cardiac_failure_congestive  Diarrhoea]
0.571078431,[Cardiac_failure_congestive  Hypertension]
0.567567568,[Cardiac_failure_congestive  Pulmonary_embolism]
0.566744731,[Cardiac_failure_congestive  Pleural_effusion]
0.566666667,[Cardiac_failure_congestive  Hypotension]
0.565384615,[Cardiac_failure_congestive  Sepsis]
0.562647754,[Transient_ischaemic_attack  Cardiac_failure_congestive]
0.558333333,[Cardiac_failure_congestive  Respiratory_failure]
0.555803571,[Cardiac_failure_congestive  Deep_vein_thrombosis]
0.555752212,[Cardiac_failure_congestive  Anaemia]
0.554245283,[Cardiac_failure_congestive  Vomiting]
0.550632911,[Cardiac_failure_congestive  Angina_pectoris]
0.55026455,[Cardiac_failure_congestive  Dyspnoea]
0.546558704,[Cardiac_failure_congestive  Pyrexia]
0.546351085,[Cardiac_failure_congestive  Dehydration]
0.543726236,[Cardiac_failure_congestive  Cerebrovascular_accident]
0.542694497,[Cardiac_failure_congestive  Urinary_tract_infection]
0.542521994,[Cardiac_arrest  Pneumonia]
0.5375,[Cardiac_failure_congestive  Acute_myocardial_infarction]
0.533333333,[Cardiac_failure_congestive  Abdominal_pain]
0.530499076,[Cardiac_failure_congestive  Syncope]
0.530164534,[Cardiac_failure_congestive  Renal_failure_acute]
0.528183716,[Cardiac_failure_congestive  Chronic_obstructive_pulmonary_disease]
0.518469657,[Cardiac_failure  Pneumonia]
0.514981273,[Cardiac_failure_congestive  Chest_pain]
0.513937282,[Cardiac_failure_congestive  Cellulitis]
0.511111111,[Coronary_artery_disease  Cardiac_failure_congestive]
0.50229709,[Cardiac_failure_congestive  Atrial_fibrillation]
0.49117175,[Cardiac_failure_congestive  Myocardial_infarction]
0.438515081,[Cardiac_failure_congestive  Pneumonia]
